gene bac body
100160530 1672 2152
100160531 1678 1671
100160532 51 41
100160533 6933 4955
100160534 451 445
100160535 2 5
100160536 614 905
100160538 485 851
100160539 202 244
100160540 3100 1629
100160541 571 788
100160542 1 0
100160543 1126 1568
100160544 1550 1879
100160545 1848 368
100160546 181 358
100160547 2656 3124
100160548 94 139
100160549 1012 1244
100160550 54681 5076
100160552 1605 1156
100160553 25 26
100160554 62 435
100160556 2619 3660
100160558 744 1863
100160559 12085 14975
100160560 188 280
100160561 846 1241
100160562 1154 4230
100160563 165 344
100160565 1961 1307
100160566 1357 1799
100160568 78 52
100160569 105 128
100160570 128 118
100160571 380 369
100160572 618 516
100160573 8 590
100160574 410 456
100160576 62 462
100160577 1326 2990
100160578 0 2
100160579 2933 3010
100160582 38 248
100160583 469 767
100160584 2477 2289
100160585 1464 1654
100160586 6875 4540
100160587 236 292
100160588 4 57
100160590 2563 2560
100160591 1012 1011
100160593 54 1212
100160594 213 363
100160595 394 612
100160596 10 7
100160598 941 629
100160599 4509 1228
100160600 716 957
100160601 168 825
100160602 360 322
100160603 734 901
100160605 167 127
100160608 897 1176
100160609 2419 2108
100160611 1698 1635
100160612 1986 1835
100160614 391 494
100160616 16 89
100160617 4337 3143
100160618 157 1038
100160619 25 65
100160620 1 155
100160622 732 690
100160623 393 574
100160624 0 89
100160625 2726 1361
100160627 5716 226
100160628 0 0
100160629 201 1241
100160630 11 75
100160631 284 429
100160632 0 2
100160633 1752 2156
100160634 13 22
100160636 482 534
100160637 3225 3775
100160638 188 568
100160639 946 931
100160640 13313 9586
100160641 3392 666
100160642 22 200
100160643 453 658
100160644 16 265
100160645 1163 992
100160646 311 288
100160647 550 629
100160648 735 4923
100160649 162 321
100160652 4 0
100160653 13 20
100160656 89 320
100160657 2211 2380
100160658 5820 6346
100160659 7691 7806
100160660 128 205
100160661 7 78
100160662 3021 2895
100160663 9 107
100160664 995 377
100160665 588 2473
100160667 5502 19011
100160668 739 1209
100160670 424 642
100160676 1796 1722
100160677 876 867
100160678 38 573
100160679 328 550
100160680 87 309
100160681 33 265
100160682 59 128
100160684 166 351
100160685 0 0
100160686 145 111
100160687 77 168
100160689 3800 1889
100160690 53 384
100160691 3619 3229
100160693 512 689
100160694 742 1079
100160695 231 355
100160696 2114 1442
100160697 222 372
100160698 66 113
100160700 15181 1836
100160701 2042 1469
100160702 14848 16617
100160703 245 388
100160704 41 670
100160705 929 905
100160706 1 0
100160707 0 0
100160708 0 0
100160709 625 478
100160711 1051 1115
100160712 39 151
100160713 9 16
100160714 490 251
100160715 772 1184
100160716 580 855
100160717 0 0
100160718 289 540
100160719 330 445
100160720 33328 28555
100160721 2908 2186
100160723 7 1
100160724 84 373
100160726 0 181
100160727 223 3269
100160728 65 410
100160729 1 10
100160730 1675 1712
100160731 4 280
100160732 3799 4176
100160733 193 45
100160734 518 2458
100160735 282 786
100160736 93293 90927
100160737 1087 29140
100160738 0 0
100160739 0 0
100160740 216 358
100160741 653 892
100160742 595 740
100160743 0 0
100160744 1154 1186
100160745 924 1094
100160746 1172 1070
100160747 113 158
100160748 0 10
100160750 65 94
100160751 38 119
100160752 591 1482
100160753 2099 239
100160754 1041 1409
100160755 709 1020
100160756 240 4026
100160757 30 367
100160758 290 505
100160760 753 1009
100160761 854 1020
100160762 98 694
100160764 712 734
100160765 570 629
100160766 396 438
100160767 27 34
100160768 45 335
100160769 1022 1050
100160770 3052 2867
100160771 41 64
100160772 978 1241
100160773 4 14
100160774 233 369
100160775 18 244
100160776 4 72
100160777 75 100
100160778 1315 1511
100160779 707 2057
100160780 527 753
100160782 187 380
100160783 392 575
100160785 456 583
100160786 8 54
100160788 298 302
100160789 0 0
100160790 1067 1069
100160791 504 643
100160792 26285 10620
100160795 13 125
100160796 194 768
100160797 2309 1872
100160798 1445 1861
100160799 185 292
100160800 378 424
100160801 100 295
100160802 469 510
100160803 338 370
100160804 0 5
100160805 55 68
100160806 63 1866
100160807 512 1127
100160808 399 326
100160809 1273 1711
100160810 199 227
100160811 2229 2546
100160812 910 298
100160813 502 2595
100160815 22 234
100160817 2833 5252
100160818 1319 1704
100160819 3761 4067
100160820 1110 1362
100160821 800 1026
100160822 28 115
100160824 536 399
100160827 4799 2029
100160828 347 641
100160830 372 965
100160832 6 301
100160833 1910 2776
100160836 36 42
100160837 63 2698
100160839 1133 1719
100160840 183 322
100160841 1455 1668
100160843 665 1157
100160844 258 404
100160845 836 1287
100160847 2014 2938
100160848 1670 1760
100160849 161 81
100160850 199 1182
100160851 795 1020
100160852 2650 2649
100160853 14234 4364
100160854 507 886
100160855 1364 1363
100160856 386 673
100160857 1014 810
100160858 1042 1280
100160859 2 100
100160860 2946 942
100160861 321 608
100160862 459 350
100160863 7 75
100160864 2101 2289
100160865 2548 3319
100160866 463 728
100160867 243 268
100160868 722 520
100160869 44 2010
100160870 222 490
100160872 331 491
100160876 496 785
100160877 807 1099
100160879 692 908
100160880 1002 1489
100160881 86 296
100160882 385 3434
100160884 3877 4537
100160885 599 775
100160886 278 267
100160887 1614 1828
100160888 1444 1635
100160889 2190 8213
100160891 380 698
100160892 339 509
100160893 148 256
100160894 1229 819
100160895 53 3401
100160896 2 0
100160898 762 658
100160899 505 807
100160900 302 274
100160902 1863 2950
100160903 19 281
100160904 20008 5404
100160905 69 220
100160906 255 686
100160908 490 644
100160909 201636 7691
100160910 458 378
100160911 28 537
100160913 684 984
100160914 27566 10086
100160916 76 18
100160917 2986 3203
100160918 3678 4230
100160919 255 1763
100160920 3710 2620
100160921 142 127
100160923 21 66
100160925 413 1181
100160926 330 461
100160927 918 1579
100160928 4 3
100160929 1114 1712
100160930 22 181
100160931 109 17
100160932 949 725
100160933 1473 711
100160934 98 5444
100160935 446 791
100160936 59 514
100160938 1277 1643
100160939 7461 6623
100160940 848 1216
100160941 3766 1810
100160943 76 69
100160944 552 447
100160946 156 268
100160947 210 1363
100160949 503 815
100160950 0 0
100160951 1331 1582
100160952 411 382
100160953 2435 3177
100160955 234 2042
100160956 24 61
100160958 8 3
100160959 726 1730
100160961 0 0
100160963 15 80
100160964 243 351
100160965 1058 1210
100160967 323 457
100160968 883 849
100160969 0 0
100160970 2752 2254
100160972 3 6
100160974 153 424
100160976 1225 2137
100160980 678 1967
100160982 0 0
100160983 7139 9229
100160984 30 1548
100160985 2483 1938
100160987 72 650
100160988 1982 2560
100160989 684 766
100160991 77 644
100160992 276 593
100160993 912 825
100160994 1034 1478
100160996 740 715
100160997 45 346
100160998 854 1867
100161000 253 5005
100161003 2149 1825
100161005 1048 1574
100161006 20 205
100161007 587 726
100161008 210 350
100161009 1259 1657
100161010 1019 958
100161011 158 226
100161012 1443 1123
100161013 1425 2168
100161014 426 552
100161015 1197 1273
100161016 2893 1596
100161017 14 59
100161018 2602 3843
100161019 2466 2345
100161020 651 1047
100161021 9283 344
100161022 808 859
100161023 968 1317
100161024 211 640
100161026 1431 1555
100161027 257 269
100161028 878 1108
100161030 17363 22880
100161031 1207 760
100161032 196 1085
100161033 1017 1395
100161036 797 936
100161037 45 155
100161038 250 301
100161039 137 754
100161040 0 2
100161041 2141 2625
100161042 45 40
100161043 1820 4063
100161044 345 456
100161045 783 1047
100161046 2788 2630
100161048 829 738
100161049 366 493
100161050 237 342
100161051 262 472
100161052 794 8232
100161053 142 952
100161054 79 52
100161055 84 853
100161056 814 994
100161057 1 28
100161058 8328 6485
100161059 1216 1055
100161061 191 226
100161063 118 178
100161065 12 3
100161066 205 179
100161067 2324 2563
100161068 0 0
100161069 539 718
100161070 331 493
100161071 238 463
100161072 17 159
100161074 1701 1780
100161075 84 180
100161077 577 715
100161078 345 698
100161079 618 1921
100161080 3261 4955
100161081 58 996
100161082 266 487
100161083 2 1
100161085 131 1165
100161087 429 1037
100161088 437 444
100161089 779 1029
100161090 1237 2895
100161091 367 506
100161092 590 558
100161093 2874 3422
100161095 1754 4068
100161096 5146 5845
100161097 24 44
100161100 1425 1907
100161101 3626 2705
100161102 65 566
100161103 1066 1233
100161104 65 262
100161105 356 499
100161106 398 342
100161107 24 33
100161108 3030 6585
100161110 7599 5118
100161111 1288 1306
100161113 3737 1193
100161114 1690 1910
100161116 1 6
100161117 634 1374
100161118 3 11
100161119 554 1005
100161120 814 1095
100161121 1212 1334
100161122 421 515
100161123 7906 8583
100161124 111 903
100161126 8 43
100161127 695 657
100161128 78 121
100161131 46 58
100161133 2669 2452
100161134 342 353
100161135 2715 3078
100161136 222 254
100161137 566 504
100161138 564 1197
100161139 0 0
100161141 0 0
100161143 664 865
100161144 121 222
100161145 214 361
100161147 6 97
100161148 513 813
100161150 833 928
100161152 544 1109
100161153 0 0
100161154 610 1429
100161156 143 219
100161157 752 887
100161158 277 338
100161159 25 129
100161160 54 433
100161161 9186 10548
100161162 2499 4312
100161164 5 0
100161165 1243 1534
100161166 342 475
100161167 1769 2727
100161168 613 930
100161169 1646 2431
100161170 1524 1791
100161171 1325 1816
100161173 0 0
100161175 344 1054
100161176 12 80
100161177 1076 1274
100161178 2303 1135
100161179 453 402
100161181 355 593
100161183 100 138
100161184 265 565
100161186 0 0
100161187 1502 921
100161188 23594 1152
100161189 246 256
100161191 499 820
100161194 55 52
100161195 24 50
100161196 1499 1449
100161197 5 69
100161198 140 1112
100161199 33 785
100161200 83 780
100161201 30 371
100161202 672 629
100161203 44 592
100161204 11596 12387
100161207 911 2277
100161208 203 406
100161209 43 185
100161211 371 1065
100161212 9941 1320
100161215 0 1
100161216 2563 6711
100161219 334 305
100161220 1794 1672
100161222 2079 1796
100161223 21 38
100161224 1435 1457
100161225 7222 2620
100161226 7 17
100161227 29 61
100161228 79 789
100161229 2168 2288
100161230 1028 1458
100161231 936 1938
100161233 2131 1358
100161234 332 513
100161235 0 0
100161236 121 194
100161237 473 517
100161239 637 757
100161240 423 8696
100161241 101 380
100161242 553 990
100161243 3902 3464
100161244 1998 2024
100161246 1062 1269
100161247 1527 1892
100161248 32955 35099
100161249 507 945
100161250 633 1034
100161251 56 204
100161252 34 375
100161253 402 496
100161254 569 555
100161255 2 1
100161256 3 131
100161257 17 188
100161258 659 859
100161259 828 11613
100161260 0 0
100161261 62 187
100161262 522 801
100161263 818 1029
100161264 46 412
100161266 633 734
100161268 318 463
100161271 822 755
100161272 15338 12870
100161274 7 56
100161275 0 0
100161276 217 474
100161277 32 378
100161278 45 151
100161279 364 509
100161280 144 203
100161282 2845 3293
100161283 7402 11568
100161284 10 183
100161286 1538 2406
100161287 1 5
100161288 687 1082
100161290 1613 2262
100161292 720 861
100161293 1428 2237
100161294 3536 3247
100161295 48 195
100161296 863 3254
100161297 1453 2413
100161299 1 7
100161300 17 138
100161301 646 623
100161302 870 1165
100161303 3225 3642
100161304 289 476
100161305 1039 1078
100161306 0 0
100161307 342 487
100161308 40 114
100161310 1725 1311
100161311 581 7761
100161312 3 377
100161313 1481 2920
100161314 354 573
100161316 896 2913
100161317 90 151
100161318 290 308
100161319 0 0
100161320 27 41
100161322 16672 14851
100161323 2413 3166
100161325 34 33
100161326 1706 1956
100161327 168 253
100161329 34468 4276
100161330 1480 1211
100161332 264 201
100161333 3127 3512
100161334 21 137
100161335 1333 2234
100161336 299 570
100161337 829 700
100161338 234 210
100161339 426 302
100161340 121 233
100161342 28 324
100161343 8 120
100161344 311 1127
100161345 4218 7025
100161346 1 0
100161347 1377 1663
100161348 355 9566
100161349 1180 985
100161350 1081 1001
100161351 2273 3481
100161353 0 0
100161354 45 238
100161355 46693 25832
100161356 502 681
100161357 545 491
100161358 346 438
100161359 794 1743
100161360 3792 4592
100161361 259 453
100161362 360 532
100161363 1866 3122
100161364 3086 3416
100161367 1279 1680
100161368 14 265
100161369 121 463
100161371 263 324
100161372 949 985
100161373 109 146
100161374 343 431
100161375 140 1807
100161376 70 62
100161377 6 118
100161379 34 157
100161380 66 364
100161381 140 185
100161382 20 315
100161383 4294 5596
100161384 107 750
100161385 1350 19969
100161387 790 1341
100161390 0 2
100161391 512 951
100161392 20937 4411
100161393 3306 3578
100161394 3 8
100161395 480 956
100161397 335 1733
100161398 21 64
100161399 20926 24836
100161401 3652 3030
100161403 206 393
100161404 0 2
100161405 1512 697
100161406 2 1
100161407 6634 6380
100161408 2105 2066
100161409 293 722
100161410 42 747
100161411 11562 10891
100161412 507 3542
100161413 2365 2838
100161415 2632 1910
100161417 261 455
100161418 408 854
100161419 691 1119
100161420 938 1321
100161421 0 6
100161422 320 380
100161423 724 1156
100161424 594 765
100161427 654 1253
100161428 220 307
100161429 9010 6663
100161430 616 2416
100161431 1420 1267
100161432 120 1286
100161433 3656 4494
100161434 677 1068
100161435 608 817
100161436 305 337
100161437 2986 3882
100161439 16 623
100161440 3 8
100161441 2864 3381
100161442 37527 37112
100161443 327 291
100161444 789 620
100161445 129 252
100161446 1 1
100161447 34 20
100161448 29 83
100161452 51 652
100161453 808 1269
100161454 1732 1711
100161455 1445 2276
100161456 591 914
100161457 20 424
100161458 509 589
100161459 459 1092
100161460 2288 1904
100161461 158 439
100161462 1057 1158
100161464 342 1148
100161465 6 21
100161466 0 0
100161467 275 2875
100161468 287 407
100161469 1870 2804
100161470 970 1980
100161471 185 180
100161473 91 2856
100161474 8 8
100161475 675 312
100161476 327 461
100161477 60 114
100161478 375 720
100161479 1237 2016
100161480 280 199
100161481 3 7
100161482 294 435
100161483 2 11
100161485 833 605
100161486 1627 1716
100161488 721 880
100161489 370 740
100161490 655 885
100161492 146 192
100161493 738 968
100161494 1082 974
100161495 503 432
100161496 232 2180
100161497 1127 1637
100161499 59 103
100161500 2 0
100161501 30 374
100161502 1115 1469
100161503 27 667
100161504 7875 6194
100161505 130 165
100161506 38 49
100161507 20 245
100161508 604 4270
100161509 969 1617
100161510 480 495
100161512 1029 1399
100161513 46440 6347
100161514 59 31
100161515 2283 2323
100161516 2059 2916
100161517 21 163
100161518 75 69
100161520 892 1071
100161521 1084 1889
100161522 192 465
100161523 1 49
100161524 459 617
100161525 1354 1687
100161526 45 465
100161529 140 94
100161530 259 1292
100161532 335 302
100161533 37402 44155
100161535 43 1405
100161536 0 0
100161537 15 19
100161538 467 1201
100161540 2030 2296
100161541 5789 1787
100161542 6076 7979
100161543 384 650
100161545 0 25
100161546 84 365
100161547 812 1085
100161548 324 855
100161549 1236 137
100161550 855 1161
100161553 185 104
100161555 609 572
100161558 411 788
100161559 130 147
100161562 1 4
100161563 648 753
100161564 8 47
100161566 79 91
100161567 2229 1460
100161568 765 14116
100161569 207 607
100161573 2202 3551
100161574 61 62
100161575 14321 3644
100161576 1 126
100161577 49950 42639
100161579 583 998
100161580 601 1329
100161581 1874 2187
100161582 3 12
100161583 16940 1524
100161584 395 854
100161585 262 408
100161586 2715 3585
100161587 19892 22953
100161588 575 880
100161589 1433 1732
100161590 1415 1197
100161592 1165 1584
100161593 565 384
100161594 1628 1490
100161595 1132 967
100161596 370 525
100161597 1061 1960
100161598 430 470
100161599 306 494
100161600 2885 3084
100161601 3137 4144
100161602 34 160
100161603 643 427
100161604 49 365
100161605 777 815
100161606 574 566
100161607 300 263
100161608 8387 10835
100161609 438 641
100161610 7437 3676
