gene trans1 trans2 trans3 trans4 trans5 trans6
ScZCZ4B_1794.g12868 0 0 0 0 0 0
ScZCZ4B_1795.g2434 0 0 0 0 0 0
ScZCZ4B_17950.g12986 338 304 541 134 212 115
ScZCZ4B_180.g9403 197 47 415 83 170 78
ScZCZ4B_180.g9404 343 194 661 125 186 71
ScZCZ4B_1800.g38 13 0 28 2 23 6
ScZCZ4B_18013.g7356 0 0 0 0 0 0
ScZCZ4B_18083.g1183 236 44 386 123 116 62
ScZCZ4B_181.g2270 1 0 1 2 2 2
ScZCZ4B_1811.g7210 8 0 27 0 0 6
ScZCZ4B_1812.g5967 0 0 3 4 1 2
ScZCZ4B_18137.g12890 1 4 16 1 0 4
ScZCZ4B_1815.g18106 0 0 0 0 0 0
ScZCZ4B_18169.g19974 0 0 0 0 0 0
ScZCZ4B_18180.g13075 115 95 0 24 69 0
ScZCZ4B_1819.g4572 0 0 0 0 0 0
ScZCZ4B_18190.g18036 0 0 0 0 0 0
ScZCZ4B_1822.g7025 97 77 229 49 61 42
ScZCZ4B_1822.g7026 23 32 36 31 10 8
ScZCZ4B_1822.g7027 6 0 6 12 11 6
ScZCZ4B_18222.g4342 49 25 62 12 17 21
ScZCZ4B_18225.g7115 0 0 2 1 0 2
ScZCZ4B_1825.g6904 0 0 0 0 0 0
ScZCZ4B_1828.g2320 0 0 0 1 0 0
ScZCZ4B_18291.g4389 0 0 0 0 0 0
ScZCZ4B_18296.g18165 0 0 0 0 0 0
ScZCZ4B_183.g13270 89 66 82 90 78 56
ScZCZ4B_1831.g6900 85 37 170 25 31 26
ScZCZ4B_1831.g6901 69 19 110 50 26 59
ScZCZ4B_18327.g15177 31 16 62 17 22 9
ScZCZ4B_1836.g13227 3 2 5 2 5 9
ScZCZ4B_1836.g13228 95 16 112 47 60 42
ScZCZ4B_18360.g4321 0 0 0 0 0 2
ScZCZ4B_18367.g17983 0 0 0 0 0 0
ScZCZ4B_18371.g6865 5 12 12 8 2 7
ScZCZ4B_1838.g2693 64 13 112 13 71 20
ScZCZ4B_1839.g4474 0 0 0 0 0 0
ScZCZ4B_1839.g4475 2467 1198 4376 1657 2283 1494
ScZCZ4B_1839.g4476 0 0 0 0 0 0
ScZCZ4B_1841.g5960 0 0 0 0 0 0
ScZCZ4B_18418.g2507 75 64 124 35 66 42
ScZCZ4B_1843.g1021 40 16 65 4 11 0
ScZCZ4B_18457.g13089 0 0 0 0 0 0
ScZCZ4B_1846.g5961 0 0 0 0 0 0
ScZCZ4B_1846.g5962 0 0 0 0 0 0
ScZCZ4B_185.g16680 4 0 6 2 0 4
ScZCZ4B_185.g16681 2 2 7 0 0 3
ScZCZ4B_1852.g4336 0 0 0 0 0 0
ScZCZ4B_18569.g4346 0 0 1 4 3 2
ScZCZ4B_18619.g13062 0 0 0 0 0 0
ScZCZ4B_18622.g4216 0 0 0 0 0 0
ScZCZ4B_18649.g13001 0 0 0 0 0 0
ScZCZ4B_18655.g18041 0 0 0 0 0 0
ScZCZ4B_1866.g15132 0 0 0 0 0 0
ScZCZ4B_18663.g13188 6 10 38 0 5 4
ScZCZ4B_18664.g1256 0 0 0 0 0 0
ScZCZ4B_1870.g1058 7 0 17 4 1 1
ScZCZ4B_18704.g10756 6 2 4 0 2 0
ScZCZ4B_18715.g10772 5 1 0 0 0 0
ScZCZ4B_1874.g34 2 0 5 0 0 2
ScZCZ4B_1880.g36 6 0 17 5 2 6
ScZCZ4B_18812.g15146 0 0 0 0 0 0
ScZCZ4B_1882.g4604 0 0 0 0 0 0
ScZCZ4B_18829.g18091 69 44 333 0 0 0
ScZCZ4B_18842.g7160 6 7 17 8 0 0
ScZCZ4B_18862.g18149 0 0 0 0 0 0
ScZCZ4B_18870.g16703 2 0 0 0 0 0
ScZCZ4B_1890.g13054 0 0 0 0 0 0
ScZCZ4B_18909.g6888 2 0 28 3 10 6
ScZCZ4B_18914.g7242 0 0 0 163 159 98
ScZCZ4B_18916.g4438 71 19 117 10 17 10
ScZCZ4B_1894.g4623 0 0 0 0 0 0
ScZCZ4B_18976.g18222 0 0 0 0 0 0
ScZCZ4B_1898.g13179 0 0 0 0 0 0
ScZCZ4B_1898.g13180 0 0 0 0 0 0
ScZCZ4B_18987.g4417 6 0 3 2 8 2
ScZCZ4B_19.g4471 20 8 69 51 38 23
ScZCZ4B_19008.g10746 0 0 0 0 0 0
ScZCZ4B_19028.g2661 0 0 0 0 0 0
ScZCZ4B_1905.g4505 0 0 0 0 0 0
ScZCZ4B_19096.g7259 0 0 0 0 0 0
ScZCZ4B_191.g18082 0 0 0 0 0 0
ScZCZ4B_191.g18083 0 0 0 0 0 0
ScZCZ4B_1910.g2362 18 2 14 2 9 8
ScZCZ4B_1912.g18090 124 15 175 52 46 18
ScZCZ4B_1916.g18197 0 0 0 0 0 0
ScZCZ4B_19169.g2383 0 0 2 0 0 0
ScZCZ4B_19198.g17946 0 0 0 0 0 0
ScZCZ4B_192.g1285 31 20 128 9 17 19
ScZCZ4B_19212.g7117 0 0 14 0 0 2
ScZCZ4B_1922.g5951 0 0 4 6 0 0
ScZCZ4B_19223.g2333 4 7 16 0 14 5
ScZCZ4B_1923.g18060 0 0 0 0 0 0
ScZCZ4B_1925.g7294 0 0 0 0 0 0
ScZCZ4B_19267.g18240 2 0 7 0 2 0
ScZCZ4B_193.g7206 0 0 6 0 0 0
ScZCZ4B_1930.g6945 97 59 152 23 22 15
ScZCZ4B_1931.g18286 0 0 0 0 0 0
ScZCZ4B_19314.g15063 54 5 107 3 5 0
ScZCZ4B_1932.g2345 0 0 0 0 1 0
ScZCZ4B_19341.g7252 0 0 0 8 0 4
ScZCZ4B_1937.g4601 0 0 0 0 2 0
ScZCZ4B_1939.g4328 35 15 77 14 17 8
ScZCZ4B_194.g12877 0 0 0 0 0 0
ScZCZ4B_194.g12878 5 0 3 0 0 0
ScZCZ4B_19417.g4135 0 0 0 0 0 0
ScZCZ4B_19423.g2278 8 2 23 14 8 4
ScZCZ4B_1946.g1146 3 0 0 0 0 0
ScZCZ4B_1951.g1339 155 40 335 174 145 76
ScZCZ4B_1957.g6880 0 0 0 0 0 0
ScZCZ4B_1958.g7283 71 62 185 37 19 16
ScZCZ4B_1959.g1340 0 0 0 0 0 0
ScZCZ4B_1962.g4158 200 23 186 18 121 24
ScZCZ4B_1964.g13036 31 0 38 6 9 10
ScZCZ4B_1967.g7358 218 61 428 65 99 57
ScZCZ4B_1967.g7359 29 10 51 11 4 10
ScZCZ4B_1967.g7360 89 34 145 26 29 17
ScZCZ4B_1967.g7361 0 0 3 1 1 0
ScZCZ4B_1967.g7362 5 8 29 24 8 6
ScZCZ4B_1967.g7363 59 10 241 32 21 24
ScZCZ4B_1967.g7364 35 2 55 9 16 17
ScZCZ4B_19678.g15049 12 5 27 2 4 5
ScZCZ4B_197.g4587 0 0 0 0 0 0
ScZCZ4B_1973.g7275 365 182 752 420 360 248
ScZCZ4B_1973.g7276 3 0 0 0 1 0
ScZCZ4B_1973.g7277 24 8 40 14 14 10
ScZCZ4B_19762.g18268 0 0 0 0 1 0
ScZCZ4B_19776.g1103 9 4 24 7 6 4
ScZCZ4B_1978.g18281 13 6 18 0 6 3
ScZCZ4B_19820.g18075 15 7 15 2 4 1
ScZCZ4B_19825.g2365 32 26 52 32 29 14
ScZCZ4B_1984.g18289 18 12 32 4 8 6
ScZCZ4B_19848.g2677 0 0 0 0 0 0
ScZCZ4B_19860.g10776 2 0 0 0 1 0
ScZCZ4B_19867.g18109 0 0 0 0 0 2
ScZCZ4B_1988.g12966 0 0 0 0 0 0
ScZCZ4B_1991.g7373 279 105 651 180 166 125
ScZCZ4B_19916.g18359 4 10 12 6 0 0
ScZCZ4B_1992.g13215 211 124 375 184 103 160
ScZCZ4B_19927.g19975 0 0 0 0 0 0
ScZCZ4B_1993.g2347 0 0 0 0 0 0
ScZCZ4B_19932.g4452 0 0 0 0 0 0
ScZCZ4B_19933.g18 0 0 0 0 0 0
ScZCZ4B_1995.g6811 0 0 0 0 0 0
ScZCZ4B_19951.g4639 0 0 2 0 0 0
ScZCZ4B_2.g6951 5 5 5 3 1 2
ScZCZ4B_2.g6952 152 68 252 56 67 38
ScZCZ4B_2.g6953 39 17 64 33 6 12
ScZCZ4B_2.g6954 285 155 507 191 182 94
ScZCZ4B_2.g6955 7 4 24 20 35 28
ScZCZ4B_20.g15135 14 11 30 14 12 4
ScZCZ4B_20.g15136 23 19 57 14 20 12
ScZCZ4B_2000.g1384 0 0 0 0 0 0
ScZCZ4B_2001.g2663 0 0 0 0 0 0
ScZCZ4B_20012.g7171 7 11 21 3 6 2
ScZCZ4B_20013.g15075 0 0 0 0 0 0
ScZCZ4B_2002.g13044 6 2 12 2 0 0
ScZCZ4B_2006.g6848 0 0 0 0 0 0
ScZCZ4B_20088.g5969 0 0 0 0 0 0
ScZCZ4B_201.g2336 23 6 19 11 13 6
ScZCZ4B_20118.g18144 5 4 0 0 0 2
ScZCZ4B_202.g10763 0 0 0 0 0 0
ScZCZ4B_20244.g1088 34 17 55 12 18 12
ScZCZ4B_2028.g2442 5 2 0 2 2 0
ScZCZ4B_203.g19968 0 1 3 0 0 0
ScZCZ4B_203.g19969 0 0 2 0 0 0
ScZCZ4B_2030.g7212 48 43 91 6 22 17
ScZCZ4B_2030.g7213 4 2 12 0 0 8
ScZCZ4B_2030.g7214 2 2 2 2 0 0
ScZCZ4B_2030.g7215 2 0 0 0 0 0
ScZCZ4B_20313.g2308 0 0 0 0 0 0
ScZCZ4B_20333.g13281 1 0 11 22 0 7
ScZCZ4B_2039.g1017 0 0 0 0 0 0
ScZCZ4B_204.g4264 0 0 0 0 0 0
ScZCZ4B_204.g4265 0 0 2 0 0 2
ScZCZ4B_2041.g2412 87 8 107 29 36 19
ScZCZ4B_20441.g9402 9 14 40 17 14 11
ScZCZ4B_20462.g4571 0 0 0 0 0 0
ScZCZ4B_20493.g2444 56 79 317 14 10 4
ScZCZ4B_205.g6995 123 70 336 24 21 8
ScZCZ4B_2054.g4537 0 0 0 0 0 0
ScZCZ4B_2058.g10739 0 0 0 0 2 0
ScZCZ4B_2059.g13257 0 0 1 0 0 0
ScZCZ4B_206.g15165 21 15 65 5 9 2
ScZCZ4B_206.g15166 128 25 185 20 15 27
ScZCZ4B_206.g15167 2 0 0 2 0 0
ScZCZ4B_206.g15168 71 21 173 16 50 24
ScZCZ4B_206.g15169 182 91 465 49 153 101
ScZCZ4B_206.g15170 387 121 572 350 503 178
ScZCZ4B_206.g15171 1827 532 3019 1313 1658 982
ScZCZ4B_20650.g7304 0 0 0 0 0 0
ScZCZ4B_2068.g13195 5 6 3 0 0 1
ScZCZ4B_2071.g13055 0 0 0 0 0 0
ScZCZ4B_20712.g7245 7 8 9 0 1 2
ScZCZ4B_20739.g12934 14 2 6 3 0 0
ScZCZ4B_20750.g15196 0 0 6 0 0 0
ScZCZ4B_20761.g7169 0 0 0 0 0 0
ScZCZ4B_2079.g4638 306 182 524 180 136 162
ScZCZ4B_2080.g4365 16 10 25 2 2 1
ScZCZ4B_20824.g2650 2 0 11 2 4 2
ScZCZ4B_20840.g1222 1755 1282 3446 967 1163 683
ScZCZ4B_2085.g1168 0 0 2 0 0 0
ScZCZ4B_2085.g1169 6 0 2 0 0 4
ScZCZ4B_20857.g4151 0 0 0 0 0 0
ScZCZ4B_209.g7156 0 0 1 0 0 0
ScZCZ4B_209.g7157 1 0 0 0 0 0
ScZCZ4B_2090.g7109 61 25 173 45 71 20
ScZCZ4B_20912.g2297 0 0 0 0 0 0
ScZCZ4B_20932.g15180 5 0 0 0 0 2
ScZCZ4B_20951.g18080 0 0 0 0 0 0
ScZCZ4B_20952.g4585 0 0 0 0 0 0
ScZCZ4B_2097.g4553 0 0 3 0 8 4
ScZCZ4B_21.g4337 0 0 0 0 0 0
ScZCZ4B_2100.g4114 0 0 0 3 0 0
ScZCZ4B_21027.g18238 0 2 0 0 0 0
ScZCZ4B_21044.g9388 0 4 2 0 0 0
ScZCZ4B_211.g18275 14 4 38 14 0 5
ScZCZ4B_21110.g18037 10 0 0 3 0 2
ScZCZ4B_2112.g27 0 0 0 0 4 0
ScZCZ4B_212.g12888 2 0 0 0 0 0
ScZCZ4B_2121.g10757 170 99 391 56 56 33
ScZCZ4B_2121.g10758 1 2 1 1 6 0
ScZCZ4B_2122.g13108 0 0 0 0 0 0
ScZCZ4B_21226.g1343 10 4 18 6 2 0
ScZCZ4B_2126.g1368 0 0 0 0 0 0
ScZCZ4B_2128.g18040 6 0 10 6 4 0
ScZCZ4B_21283.g15155 4 1 2 2 2 2
ScZCZ4B_213.g1042 0 0 0 0 0 0
ScZCZ4B_21316.g4339 2 0 0 0 4 4
ScZCZ4B_2135.g12913 0 0 2 0 2 0
ScZCZ4B_21360.g7002 0 0 0 0 0 0
ScZCZ4B_21387.g13184 0 0 0 0 0 0
ScZCZ4B_21388.g13171 0 0 0 0 0 0
ScZCZ4B_214.g5958 0 0 0 0 0 0
ScZCZ4B_21427.g1216 1 0 0 0 0 0
ScZCZ4B_2143.g4455 26 9 71 11 19 6
ScZCZ4B_2144.g6817 0 0 0 0 0 0
ScZCZ4B_2144.g6818 203 90 408 38 54 25
ScZCZ4B_2145.g10750 13 10 32 6 9 13
ScZCZ4B_215.g6920 0 0 0 0 1 0
ScZCZ4B_2160.g13136 7 2 17 5 6 1
ScZCZ4B_2160.g13137 48 28 126 25 19 8
ScZCZ4B_2166.g4403 18 8 32 29 14 13
ScZCZ4B_2167.g13210 95 13 83 28 27 6
ScZCZ4B_21673.g15149 0 0 0 0 0 0
ScZCZ4B_2169.g4257 0 0 0 0 0 0
ScZCZ4B_2169.g4258 0 0 0 2 0 2
ScZCZ4B_2172.g18206 0 0 0 0 0 0
ScZCZ4B_218.g7161 0 0 0 0 0 0
ScZCZ4B_2182.g10759 10 30 48 34 32 10
ScZCZ4B_21842.g6973 95 154 217 39 25 11
ScZCZ4B_21898.g4428 11 0 17 10 14 13
ScZCZ4B_219.g1105 109 25 242 0 0 5
ScZCZ4B_2190.g19954 0 8 0 0 1 0
ScZCZ4B_2191.g15130 2 0 1 0 1 0
ScZCZ4B_21949.g18067 0 6 2 0 6 0
ScZCZ4B_21977.g18196 5 0 4 0 0 0
ScZCZ4B_22.g18250 0 0 4 3 2 0
ScZCZ4B_22.g18251 0 0 0 0 0 0
ScZCZ4B_22.g18252 56 4 36 9 6 0
ScZCZ4B_22.g18253 0 0 0 0 0 0
ScZCZ4B_220.g19934 14 6 8 6 21 10
ScZCZ4B_220.g19935 0 2 0 0 0 0
ScZCZ4B_220.g19936 0 0 0 0 0 0
ScZCZ4B_220.g19937 2 0 6 2 2 4
ScZCZ4B_220.g19938 95 55 136 61 113 78
ScZCZ4B_220.g19939 1 2 4 3 0 9
ScZCZ4B_220.g19940 15 5 27 2 7 0
ScZCZ4B_220.g19941 55 13 111 22 37 19
ScZCZ4B_220.g19942 0 0 8 0 4 0
ScZCZ4B_220.g19943 0 0 0 0 0 0
ScZCZ4B_220.g19944 0 0 0 0 0 0
ScZCZ4B_2202.g18012 14 0 29 4 2 0
ScZCZ4B_2205.g4536 0 0 0 0 0 0
ScZCZ4B_22053.g13231 0 0 0 0 0 0
ScZCZ4B_221.g4605 53 11 92 22 38 25
ScZCZ4B_2211.g2277 47 47 116 30 19 16
ScZCZ4B_22117.g4569 0 0 0 2 0 2
ScZCZ4B_22125.g4406 2 0 0 2 0 0
ScZCZ4B_22231.g4103 0 0 0 0 0 0
ScZCZ4B_2225.g19961 2 0 2 0 0 0
ScZCZ4B_22286.g12979 5 4 13 2 0 3
ScZCZ4B_2233.g4414 0 0 0 0 0 0
ScZCZ4B_22347.g4646 0 0 7 4 6 0
ScZCZ4B_2236.g13205 20 21 60 16 24 9
ScZCZ4B_2245.g18347 0 4 2 2 0 0
ScZCZ4B_2245.g18348 0 4 11 5 2 0
ScZCZ4B_2245.g18349 0 0 0 5 4 0
ScZCZ4B_2248.g19946 2 5 7 3 1 1
ScZCZ4B_2248.g19947 0 0 2 0 0 0
ScZCZ4B_2248.g19948 0 0 0 0 0 0
ScZCZ4B_2248.g19949 0 0 0 0 0 0
ScZCZ4B_225.g18120 0 0 0 0 0 0
ScZCZ4B_22523.g18264 2 1 6 0 2 4
ScZCZ4B_22616.g4118 0 2 0 0 0 0
ScZCZ4B_22619.g4397 16 18 14 21 12 6
ScZCZ4B_2262.g1286 0 0 0 0 0 0
ScZCZ4B_22638.g5935 0 0 0 0 0 0
ScZCZ4B_2265.g4248 3 5 15 6 6 0
ScZCZ4B_22699.g12938 0 0 0 0 0 0
ScZCZ4B_22706.g1335 0 0 0 0 0 0
ScZCZ4B_2272.g2303 0 0 0 0 0 0
ScZCZ4B_2273.g2688 24 6 17 6 1 0
ScZCZ4B_22762.g4170 6 4 13 0 0 0
ScZCZ4B_228.g7224 0 0 1 0 0 2
ScZCZ4B_22801.g1127 0 0 0 0 0 0
ScZCZ4B_22846.g13216 11 4 18 9 2 6
ScZCZ4B_2285.g2364 0 0 0 0 0 0
ScZCZ4B_2289.g2675 2 0 0 0 0 0
ScZCZ4B_2291.g7173 15 7 15 0 0 0
ScZCZ4B_22920.g22 1 2 1 0 4 0
ScZCZ4B_22927.g2296 0 0 0 2 0 0
ScZCZ4B_2293.g4472 0 1 0 0 0 0
ScZCZ4B_2293.g4473 2 0 19 2 2 0
ScZCZ4B_2296.g7231 0 0 0 0 0 0
ScZCZ4B_23.g7308 9 6 25 16 11 16
ScZCZ4B_23000.g4302 5 2 2 0 0 1
ScZCZ4B_2301.g4576 33 13 70 30 22 12
ScZCZ4B_2302.g18208 0 1 0 2 18 6
ScZCZ4B_23038.g2690 6 5 11 2 2 0
ScZCZ4B_23085.g15191 8 0 9 0 0 2
ScZCZ4B_23096.g5965 0 0 0 0 0 0
ScZCZ4B_231.g7135 0 0 0 0 1 0
ScZCZ4B_231.g7136 0 2 0 0 0 0
ScZCZ4B_231.g7137 0 0 0 0 0 0
ScZCZ4B_231.g7138 0 0 0 0 0 0
ScZCZ4B_2310.g1273 0 0 0 0 0 0
ScZCZ4B_23178.g4344 0 0 0 0 0 0
ScZCZ4B_2326.g30 0 0 0 0 0 0
ScZCZ4B_233.g10769 10 4 19 26 32 18
ScZCZ4B_2331.g1210 0 0 0 0 0 0
ScZCZ4B_2336.g2421 0 0 0 0 0 0
ScZCZ4B_23380.g4405 0 0 0 0 0 0
ScZCZ4B_2339.g4253 0 0 0 0 0 0
ScZCZ4B_23397.g10747 0 0 0 0 0 0
ScZCZ4B_2343.g2484 0 0 0 0 0 0
ScZCZ4B_23477.g18194 4 0 20 2 2 6
ScZCZ4B_235.g6996 0 2 0 0 0 0
ScZCZ4B_235.g6997 0 0 0 0 0 0
ScZCZ4B_235.g6998 0 0 0 0 0 0
ScZCZ4B_235.g6999 0 0 0 0 0 0
ScZCZ4B_2356.g2372 0 0 0 0 0 0
ScZCZ4B_2357.g1079 0 0 0 0 0 0
ScZCZ4B_23573.g7001 23 3 10 4 0 0
ScZCZ4B_23576.g6921 0 0 0 0 0 0
ScZCZ4B_23599.g4402 2 0 0 0 0 0
ScZCZ4B_236.g4201 0 0 2 2 0 0
ScZCZ4B_236.g4202 0 0 6 4 0 0
ScZCZ4B_2360.g1059 18 8 16 4 0 2
ScZCZ4B_2362.g1333 0 0 0 0 0 0
ScZCZ4B_2362.g1334 1 0 0 0 0 0
ScZCZ4B_23620.g4362 63 6 112 32 77 29
ScZCZ4B_23668.g12936 0 0 6 2 6 12
ScZCZ4B_23702.g17966 0 0 0 0 0 0
ScZCZ4B_2372.g12896 0 0 0 0 0 0
ScZCZ4B_2375.g2290 3 0 0 0 0 0
ScZCZ4B_2375.g2291 0 0 0 0 0 0
ScZCZ4B_2375.g2292 0 0 4 2 0 0
ScZCZ4B_2377.g1041 128 37 229 33 51 25
ScZCZ4B_2379.g1359 0 0 0 3 0 0
ScZCZ4B_2379.g1360 0 0 0 0 0 0
ScZCZ4B_23822.g18284 7 1 18 0 0 0
ScZCZ4B_2383.g5956 42 26 109 14 12 1
ScZCZ4B_2384.g18227 16 6 44 3 27 4
ScZCZ4B_23891.g4209 28 72 99 11 31 17
ScZCZ4B_23897.g6977 0 0 0 0 0 0
ScZCZ4B_2390.g15062 0 0 0 0 0 0
ScZCZ4B_2391.g5928 0 0 4 0 0 0
ScZCZ4B_2397.g1028 0 0 0 0 0 0
ScZCZ4B_24.g16699 0 0 0 0 0 0
ScZCZ4B_24.g16700 2 0 1 1 0 2
ScZCZ4B_240.g1120 6 0 0 0 0 1
ScZCZ4B_240.g1121 0 0 0 0 0 0
ScZCZ4B_2401.g4651 0 0 1 0 0 0
ScZCZ4B_2402.g7194 0 0 0 0 0 0
ScZCZ4B_2404.g17952 13 19 19 6 24 6
ScZCZ4B_24041.g6994 0 0 0 0 0 0
ScZCZ4B_2405.g13245 0 0 0 0 0 0
ScZCZ4B_2408.g4613 0 0 1 0 0 0
ScZCZ4B_24132.g2304 0 0 0 0 0 0
ScZCZ4B_24196.g15061 0 2 6 1 2 0
ScZCZ4B_2431.g16701 14 0 20 6 0 10
ScZCZ4B_24317.g2419 10 22 27 38 23 9
ScZCZ4B_2432.g4334 14 4 30 3 11 7
ScZCZ4B_2433.g1251 2 4 10 0 1 0
ScZCZ4B_2433.g1252 0 0 0 0 0 0
ScZCZ4B_2433.g1253 0 0 1 0 0 0
ScZCZ4B_24379.g1322 0 0 0 0 0 0
ScZCZ4B_2438.g2463 43 7 51 1 8 0
ScZCZ4B_244.g2452 0 0 0 0 0 0
ScZCZ4B_24400.g2368 0 0 0 0 0 0
ScZCZ4B_2441.g1048 1 1 4 2 0 0
ScZCZ4B_2441.g1049 83 8 103 40 19 23
ScZCZ4B_2441.g1050 26 17 74 6 4 6
ScZCZ4B_2441.g1051 1521 465 2515 514 745 535
ScZCZ4B_2441.g1052 2 2 7 4 0 0
ScZCZ4B_2442.g7349 0 0 0 0 0 0
ScZCZ4B_2444.g18089 0 0 0 0 0 0
ScZCZ4B_24480.g12914 0 0 0 0 0 0
ScZCZ4B_245.g18331 4 0 0 0 0 0
ScZCZ4B_2453.g15202 0 0 0 0 0 0
ScZCZ4B_2455.g7168 1199 635 1705 1402 1410 974
ScZCZ4B_2457.g2286 11 0 15 0 1 1
ScZCZ4B_2458.g2350 0 0 0 0 0 0
ScZCZ4B_24590.g5931 16 6 17 9 12 9
ScZCZ4B_246.g2681 3 0 10 0 11 16
ScZCZ4B_2460.g6941 1 0 4 0 0 0
ScZCZ4B_2463.g2651 2 0 4 0 0 0
ScZCZ4B_24635.g2443 8 8 12 0 2 0
ScZCZ4B_24649.g3 11 9 37 8 6 0
ScZCZ4B_24651.g13237 1 2 4 2 2 0
ScZCZ4B_24670.g15058 2 2 8 0 0 0
ScZCZ4B_247.g12919 4 4 17 1 0 0
ScZCZ4B_247.g12920 0 0 0 2 0 0
ScZCZ4B_247.g12921 2 12 7 0 1 6
ScZCZ4B_24717.g2274 12 0 0 0 0 2
ScZCZ4B_24722.g6938 88 24 149 17 38 24
ScZCZ4B_24750.g4340 1 0 11 8 5 6
ScZCZ4B_2477.g17955 0 0 0 0 0 0
ScZCZ4B_2479.g4164 0 0 0 0 0 0
ScZCZ4B_24829.g7139 0 0 0 0 0 0
ScZCZ4B_2483.g13225 0 0 0 0 0 0
ScZCZ4B_24831.g2289 21 8 35 13 9 5
ScZCZ4B_24847.g6892 0 0 0 0 0 0
ScZCZ4B_2485.g4304 20 1 17 4 5 7
ScZCZ4B_2488.g13203 2 2 1 1 0 0
ScZCZ4B_249.g4143 20 10 46 1 7 3
ScZCZ4B_24920.g4573 0 0 0 0 0 0
ScZCZ4B_24983.g4610 2 0 0 0 0 0
ScZCZ4B_2499.g9400 0 0 0 0 3 0
ScZCZ4B_24994.g7256 44 15 116 14 17 11
ScZCZ4B_25.g4568 2 0 0 0 0 0
ScZCZ4B_25001.g4509 443 117 326 1119 341 883
ScZCZ4B_25038.g5952 1 0 0 0 0 0
ScZCZ4B_25045.g13103 10 6 23 14 12 8
ScZCZ4B_25085.g6914 0 0 0 0 0 0
ScZCZ4B_2509.g4387 0 0 0 0 0 0
ScZCZ4B_2509.g4388 0 2 0 0 0 0
ScZCZ4B_251.g2695 0 0 0 0 0 0
ScZCZ4B_251.g2696 0 0 3 0 0 0
ScZCZ4B_2512.g4163 0 0 0 0 2 6
ScZCZ4B_25124.g12955 49 9 100 2 3 6
ScZCZ4B_2516.g4312 0 3 6 0 6 1
ScZCZ4B_25172.g18267 2 2 13 4 7 0
ScZCZ4B_2519.g16679 21 6 52 0 14 4
ScZCZ4B_252.g2652 0 0 0 1 0 0
ScZCZ4B_25238.g18192 2 8 0 0 0 2
ScZCZ4B_253.g4574 35 8 94 10 25 9
ScZCZ4B_2536.g4607 0 0 0 0 0 0
ScZCZ4B_254.g15203 0 0 7 0 2 0
ScZCZ4B_25418.g7233 0 0 0 0 0 0
ScZCZ4B_25423.g7111 2 2 1 0 0 2
ScZCZ4B_2543.g18141 31 19 63 7 26 5
ScZCZ4B_25458.g7218 0 0 0 0 0 0
ScZCZ4B_25467.g15176 7 0 11 1 10 2
ScZCZ4B_2550.g13003 0 0 0 0 0 0
ScZCZ4B_25508.g18172 12 4 7 5 1 5
ScZCZ4B_2557.g13077 5 4 7 0 4 0
ScZCZ4B_256.g4226 0 0 0 2 0 0
ScZCZ4B_2560.g4454 0 0 0 0 0 0
ScZCZ4B_25626.g4635 0 3 10 2 9 0
ScZCZ4B_2566.g7188 0 0 0 0 0 0
ScZCZ4B_2566.g7189 2 0 0 0 0 0
ScZCZ4B_257.g18283 1 0 3 0 0 0
ScZCZ4B_2570.g6940 0 0 0 0 0 0
ScZCZ4B_25705.g13022 0 0 0 0 0 0
ScZCZ4B_2575.g18167 16 4 20 23 22 7
ScZCZ4B_2579.g4596 9 14 7 0 0 0
ScZCZ4B_2580.g1344 0 0 0 0 0 0
ScZCZ4B_2590.g18156 0 0 0 0 0 0
ScZCZ4B_2590.g18157 0 0 0 0 0 0
ScZCZ4B_2591.g7164 0 0 0 0 0 0
ScZCZ4B_2592.g1361 0 0 0 0 1 0
ScZCZ4B_25927.g2655 0 0 0 0 0 0
ScZCZ4B_2595.g6867 5 0 7 4 1 2
ScZCZ4B_26.g4597 62 19 134 43 34 14
ScZCZ4B_2608.g4359 0 4 5 0 0 0
ScZCZ4B_261.g13029 1 1 5 0 0 0
ScZCZ4B_261.g13030 0 0 0 2 0 0
ScZCZ4B_2615.g2408 438 291 793 291 228 280
ScZCZ4B_2615.g2409 1 0 5 0 0 0
ScZCZ4B_2615.g2410 8 1 14 2 0 0
ScZCZ4B_2615.g2411 0 0 0 0 0 0
ScZCZ4B_2616.g4267 4 0 4 7 0 0
ScZCZ4B_26172.g2470 6 0 9 0 2 0
ScZCZ4B_262.g2355 0 0 0 0 0 0
ScZCZ4B_262.g2356 0 0 0 0 0 0
ScZCZ4B_2624.g16690 0 0 0 0 0 0
ScZCZ4B_26246.g2427 33 9 19 10 14 10
ScZCZ4B_26256.g4150 2 4 13 6 5 1
ScZCZ4B_263.g18241 2 4 0 0 0 0
ScZCZ4B_26321.g4584 0 0 3 5 3 0
ScZCZ4B_26327.g13107 3 0 12 2 4 0
ScZCZ4B_26407.g4283 0 0 0 0 0 2
ScZCZ4B_26411.g12933 5 8 13 2 0 2
ScZCZ4B_2644.g13091 2 6 0 0 5 0
ScZCZ4B_2647.g7119 21 8 49 13 2 6
ScZCZ4B_26516.g1033 0 0 0 0 0 0
ScZCZ4B_2652.g17990 1 0 0 0 0 0
ScZCZ4B_26563.g7181 0 0 0 0 0 0
ScZCZ4B_2661.g1057 64 25 98 147 42 6
ScZCZ4B_26628.g4647 0 0 0 0 0 0
