gene trans1 trans2 trans3 trans4 trans5 trans6
ScZCZ4B_818.g11290 197 70 442 27 22 15
ScZCZ4B_818.g11291 87 52 253 20 11 11
ScZCZ4B_818.g11292 69 47 187 11 12 16
ScZCZ4B_818.g11293 40 5 90 5 9 3
ScZCZ4B_818.g11294 186 59 453 31 15 9
ScZCZ4B_818.g11295 72 31 155 9 13 13
ScZCZ4B_818.g11296 224 109 243 359 205 260
ScZCZ4B_818.g11297 362 131 741 133 198 162
ScZCZ4B_818.g11298 7 0 14 1 10 6
ScZCZ4B_818.g11299 0 0 10 0 2 0
ScZCZ4B_818.g11300 0 0 0 0 0 0
ScZCZ4B_818.g11301 35 10 46 18 41 22
ScZCZ4B_818.g11302 0 0 0 0 0 0
ScZCZ4B_818.g11303 1 1 3 13 4 4
ScZCZ4B_818.g11304 1 2 8 0 3 0
ScZCZ4B_818.g11305 2 7 5 0 5 0
ScZCZ4B_818.g11306 0 0 2 0 0 0
ScZCZ4B_818.g11307 0 0 0 0 0 0
ScZCZ4B_818.g11308 0 0 0 0 0 0
ScZCZ4B_818.g11309 28 5 25 9 10 8
ScZCZ4B_818.g11310 151 86 318 46 27 31
ScZCZ4B_818.g11311 363 149 768 101 67 56
ScZCZ4B_818.g11312 20 8 26 2 21 7
ScZCZ4B_818.g11313 0 0 0 0 0 0
ScZCZ4B_818.g11314 159 71 360 23 69 42
ScZCZ4B_818.g11315 145 49 219 45 48 36
ScZCZ4B_818.g11316 4 0 6 7 2 12
ScZCZ4B_818.g11317 59 32 113 16 12 7
ScZCZ4B_818.g11318 304 102 713 52 55 28
ScZCZ4B_818.g11319 22 11 52 7 4 0
ScZCZ4B_818.g11320 148 64 208 49 58 55
ScZCZ4B_818.g11321 8 10 16 2 0 5
ScZCZ4B_818.g11322 157 19 363 39 64 37
ScZCZ4B_818.g11323 140 29 437 48 80 40
ScZCZ4B_818.g11324 373 83 975 158 248 146
ScZCZ4B_818.g11325 0 0 2 9 9 3
ScZCZ4B_818.g11326 14 0 12 0 10 4
ScZCZ4B_818.g11327 124 40 267 46 67 13
ScZCZ4B_818.g11328 42 69 130 27 32 32
ScZCZ4B_818.g11329 0 0 0 0 0 0
ScZCZ4B_818.g11330 0 0 0 0 0 0
ScZCZ4B_818.g11331 0 0 0 0 1 0
ScZCZ4B_818.g11332 0 0 0 0 0 0
ScZCZ4B_818.g11333 105 51 145 27 23 13
ScZCZ4B_818.g11334 844 244 1096 259 374 252
ScZCZ4B_818.g11335 2 0 0 0 0 3
ScZCZ4B_818.g11336 1 0 0 3 0 0
ScZCZ4B_818.g11337 202 40 404 78 80 25
ScZCZ4B_818.g11338 173 100 379 34 37 34
ScZCZ4B_818.g11339 51 18 121 9 26 0
ScZCZ4B_818.g11340 142 86 251 50 68 30
ScZCZ4B_818.g11341 0 0 1 0 0 0
ScZCZ4B_818.g11342 52 29 91 18 57 17
ScZCZ4B_818.g11343 18 2 12 0 18 6
ScZCZ4B_818.g11344 0 0 0 0 0 0
ScZCZ4B_818.g11345 534 176 1000 161 117 93
ScZCZ4B_818.g11346 431 334 1102 178 209 102
ScZCZ4B_818.g11347 136 29 151 143 109 75
ScZCZ4B_818.g11348 350 129 564 55 119 89
ScZCZ4B_818.g11349 16 16 51 0 10 9
ScZCZ4B_818.g11350 0 0 0 0 0 0
ScZCZ4B_818.g11351 27 18 29 9 5 9
ScZCZ4B_818.g11352 0 0 2 0 0 0
ScZCZ4B_818.g11353 108 28 231 37 27 28
ScZCZ4B_818.g11354 383 175 781 200 314 203
ScZCZ4B_818.g11355 267 93 618 64 75 30
ScZCZ4B_818.g11356 42 23 127 13 12 4
ScZCZ4B_818.g11357 107 44 257 123 122 70
ScZCZ4B_818.g11358 61 18 164 32 21 7
ScZCZ4B_818.g11359 0 0 0 0 0 0
ScZCZ4B_818.g11360 0 0 0 0 0 0
ScZCZ4B_818.g11361 74 69 231 17 37 20
ScZCZ4B_818.g11362 0 2 3 1 4 0
ScZCZ4B_818.g11363 0 0 0 0 0 0
ScZCZ4B_818.g11364 0 0 0 0 0 0
ScZCZ4B_818.g11365 3 0 2 0 0 0
ScZCZ4B_818.g11366 0 0 1 0 0 0
ScZCZ4B_818.g11367 0 0 0 0 0 0
ScZCZ4B_818.g11368 0 0 0 2 0 0
ScZCZ4B_818.g11369 0 0 0 0 0 0
ScZCZ4B_818.g11370 1 0 0 0 0 0
ScZCZ4B_818.g11371 0 0 0 0 0 0
ScZCZ4B_818.g11372 709 320 1297 436 365 217
ScZCZ4B_818.g11373 4 0 3 4 7 0
ScZCZ4B_818.g11374 46 15 125 29 33 24
ScZCZ4B_818.g11375 65 27 133 36 19 29
ScZCZ4B_818.g11376 96 45 225 20 10 15
ScZCZ4B_818.g11377 1705 581 7408 4 5 7
ScZCZ4B_818.g11378 70 22 160 11 20 20
ScZCZ4B_818.g11379 0 0 0 0 0 10
ScZCZ4B_818.g11380 174 65 295 161 136 146
ScZCZ4B_818.g11381 2 2 3 6 2 0
ScZCZ4B_818.g11382 5 7 21 21 9 13
ScZCZ4B_818.g11383 278 175 677 59 86 59
ScZCZ4B_818.g11384 2 2 0 0 0 0
ScZCZ4B_818.g11385 13 2 19 3 8 3
ScZCZ4B_818.g11386 7 0 0 3 0 0
ScZCZ4B_818.g11387 209 42 421 49 42 32
ScZCZ4B_818.g11388 90 28 123 19 8 14
ScZCZ4B_818.g11389 125 49 311 47 50 44
ScZCZ4B_818.g11390 59 10 65 8 8 12
ScZCZ4B_818.g11391 84 55 140 26 23 15
ScZCZ4B_818.g11392 501 157 549 139 228 164
ScZCZ4B_818.g11393 830 294 1502 322 414 335
ScZCZ4B_818.g11394 1237 660 2484 403 761 465
ScZCZ4B_818.g11395 81 19 138 26 17 7
ScZCZ4B_818.g11396 54 14 115 19 23 20
ScZCZ4B_818.g11397 46 4 72 0 1 0
ScZCZ4B_818.g11398 414 159 760 154 225 133
ScZCZ4B_818.g11399 67 28 124 14 26 12
ScZCZ4B_818.g11400 103 32 125 38 78 62
ScZCZ4B_818.g11401 84 47 153 11 29 11
ScZCZ4B_818.g11402 74 14 156 4 11 10
ScZCZ4B_818.g11403 10 4 21 0 12 7
ScZCZ4B_818.g11404 8 11 19 3070 3924 2045
ScZCZ4B_818.g11405 2 0 2 224 472 248
ScZCZ4B_818.g11406 91 14 239 36 20 34
ScZCZ4B_818.g11407 17 8 43 21 24 16
ScZCZ4B_818.g11408 15 15 64 0 8 12
ScZCZ4B_818.g11409 12 11 24 14 9 8
ScZCZ4B_818.g11410 199 54 396 92 124 30
ScZCZ4B_818.g11411 271 135 504 163 116 97
ScZCZ4B_818.g11412 38 2 68 11 25 10
ScZCZ4B_818.g11413 77 51 94 41 49 19
ScZCZ4B_818.g11414 2 2 1 1 6 0
ScZCZ4B_818.g11415 85 41 260 79 94 55
ScZCZ4B_818.g11416 528 123 961 141 166 125
ScZCZ4B_818.g11417 0 0 2 0 0 0
ScZCZ4B_818.g11418 0 0 2 2 4 0
ScZCZ4B_818.g11419 7 0 9 2 4 6
ScZCZ4B_818.g11420 4 1 2 13 1 2
ScZCZ4B_818.g11421 0 0 0 0 0 0
ScZCZ4B_818.g11422 0 0 4 0 0 0
ScZCZ4B_818.g11423 33 14 47 19 7 10
ScZCZ4B_818.g11424 1857 818 4022 257 292 165
ScZCZ4B_818.g11425 553 195 897 196 292 218
ScZCZ4B_818.g11426 560 150 989 66 93 33
ScZCZ4B_818.g11427 352 245 710 165 164 129
ScZCZ4B_818.g11428 99 17 244 19 24 7
ScZCZ4B_818.g11429 297 111 499 207 271 131
ScZCZ4B_818.g11430 34 4 45 20 19 17
ScZCZ4B_818.g11431 251 172 488 44 58 32
ScZCZ4B_818.g11432 294 68 619 99 107 67
ScZCZ4B_818.g11433 323 101 696 87 203 78
ScZCZ4B_818.g11434 8 6 31 7 5 0
ScZCZ4B_818.g11435 1 0 0 0 0 0
ScZCZ4B_818.g11436 2 4 3 4 0 0
ScZCZ4B_818.g11437 206 83 487 82 92 56
ScZCZ4B_818.g11438 14 5 18 13 8 5
ScZCZ4B_818.g11439 10 0 0 0 0 0
ScZCZ4B_818.g11440 197 104 257 202 177 90
ScZCZ4B_818.g11441 0 0 0 0 0 0
ScZCZ4B_818.g11442 0 0 0 0 0 0
ScZCZ4B_818.g11443 67 65 120 96 89 50
ScZCZ4B_818.g11444 20 2 107 4 24 8
ScZCZ4B_818.g11445 8 2 28 4 0 2
ScZCZ4B_818.g11446 12 9 33 0 5 7
ScZCZ4B_818.g11447 1219 691 2382 683 922 503
ScZCZ4B_818.g11448 34 8 99 11 30 16
ScZCZ4B_818.g11449 289 77 748 33 70 53
ScZCZ4B_818.g11450 164 49 300 23 73 33
ScZCZ4B_818.g11451 5 2 2 1 3 2
ScZCZ4B_818.g11452 355 121 769 214 162 141
ScZCZ4B_818.g11453 15 0 4 2 4 6
ScZCZ4B_818.g11454 55 38 70 41 39 25
ScZCZ4B_818.g11455 299 115 615 197 127 151
ScZCZ4B_818.g11456 96 31 220 11 8 7
ScZCZ4B_818.g11457 2 0 3 0 0 7
ScZCZ4B_818.g11458 124 40 261 111 158 104
ScZCZ4B_818.g11459 0 0 4 3 2 0
ScZCZ4B_818.g11460 1003 397 2631 106 108 79
ScZCZ4B_818.g11461 48 6 96 7 6 6
ScZCZ4B_818.g11462 118 34 250 41 68 30
ScZCZ4B_818.g11463 267 82 558 126 191 131
ScZCZ4B_818.g11464 264 128 679 76 77 51
ScZCZ4B_818.g11465 227 60 462 98 80 62
ScZCZ4B_818.g11466 300 108 578 114 154 75
ScZCZ4B_818.g11467 0 0 0 0 2 0
ScZCZ4B_818.g11468 2767 2891 1256 913 245 416
ScZCZ4B_818.g11469 36 4 52 12 5 6
ScZCZ4B_818.g11470 186 37 452 44 35 12
ScZCZ4B_818.g11471 153 40 227 95 92 73
ScZCZ4B_818.g11472 70 20 144 10 9 12
ScZCZ4B_818.g11473 532 353 1147 107 159 106
ScZCZ4B_818.g11474 228 92 405 176 133 147
ScZCZ4B_818.g11475 0 0 4 0 0 0
ScZCZ4B_818.g11476 0 0 0 0 0 0
ScZCZ4B_818.g11477 486 242 1144 0 0 2
ScZCZ4B_818.g11478 1732 852 4707 5 4 4
ScZCZ4B_818.g11479 0 0 3 0 6 0
ScZCZ4B_818.g11480 0 0 0 0 0 0
ScZCZ4B_818.g11481 6 4 7 0 3 4
ScZCZ4B_818.g11482 26 4 38 19 19 7
ScZCZ4B_818.g11483 55 7 110 13 7 12
ScZCZ4B_818.g11484 4 0 7 1 1 0
ScZCZ4B_818.g11485 19 4 11 8 6 8
ScZCZ4B_818.g11486 376 186 649 109 182 89
ScZCZ4B_818.g11487 11 4 20 4 3 10
ScZCZ4B_818.g11488 187 123 374 54 72 45
ScZCZ4B_818.g11489 5 0 0 1 0 0
ScZCZ4B_818.g11490 0 0 0 3 0 0
ScZCZ4B_818.g11491 1 0 16 6 0 0
ScZCZ4B_818.g11492 2 0 0 0 0 0
ScZCZ4B_818.g11493 18 23 81 9 17 19
ScZCZ4B_818.g11494 34 29 109 16 35 11
ScZCZ4B_818.g11495 494 197 1145 181 177 83
ScZCZ4B_818.g11496 97 23 122 25 18 18
ScZCZ4B_818.g11497 304 135 621 129 226 106
ScZCZ4B_818.g11498 2 2 9 0 0 0
ScZCZ4B_818.g11499 5 10 30 5 5 4
ScZCZ4B_818.g11500 6 0 10 0 4 0
ScZCZ4B_818.g11501 342 168 759 243 259 235
ScZCZ4B_818.g11502 0 0 1 0 0 0
ScZCZ4B_818.g11503 1041 170 1625 330 277 244
ScZCZ4B_818.g11504 0 0 2 0 1 0
ScZCZ4B_818.g11505 226 127 436 123 149 67
ScZCZ4B_818.g11506 66 8 35 47 36 25
ScZCZ4B_818.g11507 0 2 3 0 6 0
ScZCZ4B_818.g11508 666 369 220 485 127 869
ScZCZ4B_818.g11509 0 0 0 0 0 0
ScZCZ4B_818.g11510 23 16 16 22 3 23
ScZCZ4B_818.g11511 0 0 3 2 4 0
ScZCZ4B_818.g11512 0 0 2 0 0 0
ScZCZ4B_818.g11513 5 4 2 7 0 0
ScZCZ4B_818.g11514 0 0 0 0 0 4
ScZCZ4B_818.g11515 4 0 2 0 0 0
ScZCZ4B_818.g11516 72 18 125 18 9 16
ScZCZ4B_818.g11517 1609 585 2512 674 871 698
ScZCZ4B_818.g11518 853 369 1437 382 519 331
ScZCZ4B_818.g11519 249 170 469 78 98 81
ScZCZ4B_818.g11520 241 55 512 35 71 39
ScZCZ4B_818.g11521 128 60 315 18 24 13
ScZCZ4B_818.g11522 0 0 3 1 1 0
ScZCZ4B_818.g11523 0 0 0 2 0 0
ScZCZ4B_818.g11524 0 0 0 0 0 0
ScZCZ4B_818.g11525 2 0 1 0 0 0
ScZCZ4B_818.g11526 8 3 7 7 2 0
ScZCZ4B_818.g11527 23 43 39 25 28 21
ScZCZ4B_818.g11528 38 22 59 44 14 40
ScZCZ4B_818.g11529 2 0 0 0 0 0
ScZCZ4B_818.g11530 5 8 29 0 4 3
ScZCZ4B_818.g11531 2 2 6 0 2 0
ScZCZ4B_818.g11532 4 3 16 3 8 2
ScZCZ4B_818.g11533 0 0 0 0 0 0
ScZCZ4B_818.g11534 3039 1603 6284 2011 2867 1146
ScZCZ4B_818.g11535 223 187 504 103 131 65
ScZCZ4B_818.g11536 7 6 8 10 4 0
ScZCZ4B_818.g11537 59 29 114 93 79 46
ScZCZ4B_818.g11538 269 134 105 313 399 255
ScZCZ4B_818.g11539 495 114 1090 241 462 187
ScZCZ4B_818.g11540 28 28 76 54 36 18
ScZCZ4B_818.g11541 215 70 468 6 6 2
ScZCZ4B_818.g11542 270 184 529 282 182 129
ScZCZ4B_818.g11543 65 30 148 52 31 22
ScZCZ4B_818.g11544 62 44 73 47 22 28
ScZCZ4B_818.g11545 120 72 189 110 120 105
ScZCZ4B_818.g11546 15 4 18 0 9 0
ScZCZ4B_818.g11547 146 95 345 24 47 31
ScZCZ4B_818.g11548 1 0 1 0 0 0
ScZCZ4B_818.g11549 0 0 2 0 0 0
ScZCZ4B_818.g11550 46 9 26 85 41 16
ScZCZ4B_818.g11551 0 2 0 1 0 0
ScZCZ4B_818.g11552 202 116 208 448 263 124
ScZCZ4B_818.g11553 48 16 91 3 22 3
ScZCZ4B_818.g11554 197 73 430 73 104 47
ScZCZ4B_818.g11555 32 2 51 4 15 3
ScZCZ4B_818.g11556 781 479 1859 313 482 311
ScZCZ4B_818.g11557 0 2 5 0 3 0
ScZCZ4B_818.g11558 0 3 0 0 2 0
ScZCZ4B_818.g11559 21 21 24 26 19 12
ScZCZ4B_818.g11560 11 25 33 24 12 23
ScZCZ4B_818.g11561 28 26 61 45 23 30
ScZCZ4B_818.g11562 349 126 499 268 363 156
ScZCZ4B_818.g11563 147 35 262 40 61 47
ScZCZ4B_818.g11564 328 176 766 166 149 118
ScZCZ4B_818.g11565 6 2 0 2 1 0
ScZCZ4B_818.g11566 18 6 38 1 2 4
ScZCZ4B_818.g11567 1 2 0 0 0 0
ScZCZ4B_818.g11568 70 49 165 102 124 91
ScZCZ4B_818.g11569 0 0 0 1 0 0
ScZCZ4B_818.g11570 0 2 2 4 0 0
ScZCZ4B_818.g11571 2 0 5 25 55 27
ScZCZ4B_818.g11572 0 6 1 1 0 2
ScZCZ4B_818.g11573 2 0 0 0 0 0
ScZCZ4B_818.g11574 42 6 67 36 16 23
ScZCZ4B_818.g11575 5 0 2 5 0 4
ScZCZ4B_818.g11576 0 0 12 0 0 0
ScZCZ4B_818.g11577 0 0 0 0 0 0
ScZCZ4B_818.g11578 4 0 8 13 10 6
ScZCZ4B_818.g11579 4 2 16 6 7 5
ScZCZ4B_818.g11580 508 238 412 1135 447 511
ScZCZ4B_818.g11581 140 48 218 108 60 62
ScZCZ4B_818.g11582 243 201 439 129 130 58
ScZCZ4B_818.g11583 3 1 0 0 0 0
ScZCZ4B_818.g11584 0 0 0 0 0 0
ScZCZ4B_818.g11585 3 2 8 5 5 0
ScZCZ4B_818.g11586 37 14 33 19 31 35
ScZCZ4B_818.g11587 0 0 0 2 12 0
ScZCZ4B_818.g11588 3 2 4 0 4 2
ScZCZ4B_818.g11589 4 0 5 0 1 2
ScZCZ4B_818.g11590 52 14 133 30 23 20
ScZCZ4B_818.g11591 10 9 54 2 7 4
ScZCZ4B_818.g11592 100 17 169 27 72 48
ScZCZ4B_818.g11593 1 5 8 0 2 2
ScZCZ4B_818.g11594 9 11 28 6 9 6
ScZCZ4B_818.g11595 0 0 0 0 0 0
ScZCZ4B_818.g11596 291 163 576 125 185 94
ScZCZ4B_818.g11597 298 149 692 16 13 19
ScZCZ4B_818.g11598 0 0 1 0 0 1
ScZCZ4B_818.g11599 121 59 288 45 60 34
ScZCZ4B_818.g11600 379 169 763 241 227 199
ScZCZ4B_818.g11601 25 34 71 28 55 30
ScZCZ4B_818.g11602 6 0 7 5 1 0
ScZCZ4B_818.g11603 278 60 387 151 183 132
ScZCZ4B_818.g11604 89 50 209 21 29 25
ScZCZ4B_818.g11605 320 149 740 97 116 66
ScZCZ4B_818.g11606 38 14 56 25 17 12
ScZCZ4B_818.g11607 13 8 22 15 12 6
ScZCZ4B_818.g11608 1 2 3 1 2 11
ScZCZ4B_818.g11609 0 0 0 0 0 0
ScZCZ4B_818.g11610 21 4 75 11 25 10
ScZCZ4B_818.g11611 3 0 7 8 2 1
ScZCZ4B_818.g11612 0 0 24 0 0 0
ScZCZ4B_818.g11613 0 0 0 0 0 0
ScZCZ4B_818.g11614 0 0 0 0 0 0
ScZCZ4B_818.g11615 221 99 331 39 96 43
ScZCZ4B_818.g11616 171 122 228 34 54 36
ScZCZ4B_818.g11617 0 10 2 0 2 0
ScZCZ4B_818.g11618 4 0 2 0 0 3
ScZCZ4B_818.g11619 7 9 21 7 12 10
ScZCZ4B_818.g11620 0 2 7 0 0 0
ScZCZ4B_818.g11621 46 9 94 20 8 7
ScZCZ4B_818.g11622 172 65 353 89 67 138
ScZCZ4B_818.g11623 206 56 339 119 171 98
ScZCZ4B_818.g11624 275 108 498 263 289 194
ScZCZ4B_818.g11625 0 6 14 6 2 0
ScZCZ4B_818.g11626 5 0 3 6 5 2
ScZCZ4B_818.g11627 23 12 35 23 25 2
ScZCZ4B_818.g11628 0 0 4 1 0 0
ScZCZ4B_818.g11629 27 4 31 5 12 5
ScZCZ4B_818.g11630 0 0 2 0 0 0
ScZCZ4B_818.g11631 2 2 7 4 2 0
ScZCZ4B_818.g11632 232 56 421 256 91 66
ScZCZ4B_818.g11633 796 256 856 1282 594 843
ScZCZ4B_818.g11634 1 0 4 28 5 0
ScZCZ4B_818.g11635 3 1 2 0 0 0
ScZCZ4B_818.g11636 10 2 7 0 9 1
ScZCZ4B_818.g11637 8 9 21 10 4 8
ScZCZ4B_818.g11638 174 40 338 36 29 34
ScZCZ4B_818.g11639 4 0 16 0 0 0
ScZCZ4B_818.g11640 99 18 160 69 93 67
ScZCZ4B_818.g11641 0 0 0 0 0 0
ScZCZ4B_818.g11642 115 73 292 63 63 41
ScZCZ4B_818.g11643 0 0 0 0 0 0
ScZCZ4B_818.g11644 27 4 10 7 9 9
ScZCZ4B_818.g11645 68 1 43 22 22 25
ScZCZ4B_818.g11646 58 4 40 10 22 17
ScZCZ4B_818.g11647 6 0 6 4 2 0
ScZCZ4B_818.g11648 30 6 35 13 16 9
ScZCZ4B_818.g11649 0 0 1 2 0 0
ScZCZ4B_818.g11650 21 0 10 5 4 11
ScZCZ4B_818.g11651 1 0 0 0 0 0
ScZCZ4B_818.g11652 0 0 0 0 0 0
ScZCZ4B_818.g11653 0 0 0 0 2 0
ScZCZ4B_818.g11654 17 15 141 0 80 13
ScZCZ4B_818.g11655 10 7 86 8 43 2
ScZCZ4B_818.g11656 0 0 4 0 0 4
ScZCZ4B_818.g11657 22 0 52 9 29 27
ScZCZ4B_818.g11658 1106 342 1977 647 665 506
ScZCZ4B_818.g11659 0 0 0 0 0 0
ScZCZ4B_818.g11660 0 0 0 0 0 0
ScZCZ4B_818.g11661 669 197 1225 222 379 205
ScZCZ4B_818.g11662 149 48 217 57 76 47
ScZCZ4B_818.g11663 2 2 2 6 0 1
ScZCZ4B_818.g11664 23 5 15 10 5 9
ScZCZ4B_818.g11665 0 0 2 0 0 0
ScZCZ4B_818.g11666 0 0 2 0 0 0
ScZCZ4B_818.g11667 0 0 2 0 0 0
ScZCZ4B_818.g11668 100 44 146 10 8 2
ScZCZ4B_818.g11669 585 154 1184 227 318 139
ScZCZ4B_818.g11670 37 11 75 2 8 18
ScZCZ4B_818.g11671 93 15 176 29 45 38
ScZCZ4B_818.g11672 268 53 536 54 64 55
ScZCZ4B_818.g11673 14 0 11 2 5 0
ScZCZ4B_818.g11674 21 8 76 11 12 12
ScZCZ4B_818.g11675 108 34 184 14 7 6
ScZCZ4B_818.g11676 12 9 21 0 5 2
ScZCZ4B_818.g11677 1198 400 1285 1497 1042 609
ScZCZ4B_818.g11678 3 0 12 2 2 4
ScZCZ4B_818.g11679 2285 1246 2720 3081 2387 1212
ScZCZ4B_818.g11680 222 83 301 152 257 94
ScZCZ4B_818.g11681 2 0 10 0 4 0
ScZCZ4B_818.g11682 555 206 723 243 422 153
ScZCZ4B_818.g11683 306 122 703 63 111 43
ScZCZ4B_818.g11684 224 131 505 41 69 59
ScZCZ4B_818.g11685 144 70 282 65 87 33
ScZCZ4B_818.g11686 5 0 6 0 0 0
ScZCZ4B_818.g11687 67 16 86 15 13 11
ScZCZ4B_818.g11688 260 142 674 43 43 29
ScZCZ4B_818.g11689 264 94 618 53 62 53
ScZCZ4B_818.g11690 149 32 331 38 70 42
ScZCZ4B_818.g11691 3 0 19 4 0 1
ScZCZ4B_818.g11692 6 3 31 4 4 6
ScZCZ4B_818.g11693 0 0 0 0 0 0
ScZCZ4B_818.g11694 2 0 0 0 0 0
ScZCZ4B_818.g11695 2 0 0 0 0 0
ScZCZ4B_818.g11696 0 2 4 0 0 0
ScZCZ4B_818.g11697 3 0 0 3 0 0
ScZCZ4B_818.g11698 182 76 441 102 100 58
ScZCZ4B_818.g11699 53 22 132 7 8 11
ScZCZ4B_818.g11700 0 2 2 2 2 1
ScZCZ4B_818.g11701 0 0 2 0 0 0
ScZCZ4B_818.g11702 2 2 3 0 0 0
ScZCZ4B_818.g11703 0 0 10 0 0 0
ScZCZ4B_818.g11704 0 0 0 0 0 0
ScZCZ4B_818.g11705 203 68 513 13 14 1
ScZCZ4B_818.g11706 69 21 83 75 66 39
ScZCZ4B_818.g11707 0 0 1 0 0 0
ScZCZ4B_818.g11708 15 15 35 2 17 10
ScZCZ4B_818.g11709 8 0 10 1 1 4
ScZCZ4B_818.g11710 89 36 208 25 37 26
ScZCZ4B_818.g11711 57 25 100 17 27 25
ScZCZ4B_818.g11712 155 48 252 33 56 41
ScZCZ4B_818.g11713 189 110 459 46 71 28
ScZCZ4B_818.g11714 1177 712 2249 528 539 463
ScZCZ4B_818.g11715 362 191 706 279 188 174
ScZCZ4B_818.g11716 227 153 368 211 194 90
ScZCZ4B_818.g11717 3 0 0 2 0 0
ScZCZ4B_818.g11718 126 33 292 44 43 35
ScZCZ4B_818.g11719 1750 835 3934 441 574 365
ScZCZ4B_818.g11720 4 2 8 0 2 0
ScZCZ4B_818.g11721 0 0 0 0 0 0
ScZCZ4B_818.g11722 2 1 0 0 0 1
ScZCZ4B_818.g11723 1813 956 4812 325 397 342
ScZCZ4B_818.g11724 584 366 1484 203 232 114
ScZCZ4B_818.g11725 9 3 11 9 1 4
ScZCZ4B_818.g11726 8 11 1 9 6 2
ScZCZ4B_818.g11727 2 0 9 0 0 0
ScZCZ4B_818.g11728 1 0 4 0 0 0
ScZCZ4B_818.g11729 8 2 14 2 4 0
ScZCZ4B_818.g11730 3 2 20 2 2 6
ScZCZ4B_818.g11731 54 28 75 4 0 2
ScZCZ4B_818.g11732 2 6 14 13 6 1
ScZCZ4B_818.g11733 2 4 7 0 0 0
ScZCZ4B_818.g11734 126 74 172 34 48 18
ScZCZ4B_818.g11735 70 54 219 26 24 30
ScZCZ4B_818.g11736 11 4 43 2 1 0
ScZCZ4B_818.g11737 65 17 128 23 16 24
ScZCZ4B_818.g11738 14 9 57 9 16 9
ScZCZ4B_818.g11739 8 6 24 7 13 4
ScZCZ4B_818.g11740 55 28 114 39 18 20
ScZCZ4B_818.g11741 134 51 255 22 41 26
ScZCZ4B_818.g11742 4 0 4 0 1 0
ScZCZ4B_818.g11743 163 93 348 141 177 87
ScZCZ4B_818.g11744 0 0 6 0 5 1
ScZCZ4B_818.g11745 37 34 84 25 19 20
ScZCZ4B_818.g11746 4 9 17 11 16 11
ScZCZ4B_818.g11747 219 114 491 101 97 106
ScZCZ4B_818.g11748 343 95 688 56 64 25
ScZCZ4B_818.g11749 4688 3225 7759 3286 2678 1942
ScZCZ4B_818.g11750 7 4 3 0 8 0
ScZCZ4B_818.g11751 18 16 53 17 14 1
ScZCZ4B_818.g11752 96 40 108 24 133 15
ScZCZ4B_818.g11753 0 0 0 1 2 0
ScZCZ4B_818.g11754 0 0 2 0 0 0
ScZCZ4B_818.g11755 11 6 23 19 15 14
ScZCZ4B_818.g11756 0 0 0 0 0 0
ScZCZ4B_818.g11757 56 29 142 10 17 12
ScZCZ4B_818.g11758 0 0 0 0 0 0
ScZCZ4B_818.g11759 68 25 230 32 16 33
ScZCZ4B_818.g11760 77 15 136 11 7 10
ScZCZ4B_818.g11761 11 6 37 14 22 0
ScZCZ4B_818.g11762 10 0 8 5 2 0
ScZCZ4B_818.g11763 0 0 2 0 2 0
ScZCZ4B_818.g11764 1 0 0 116 84 69
ScZCZ4B_818.g11765 0 0 0 0 0 0
ScZCZ4B_818.g11766 0 0 0 0 0 0
ScZCZ4B_818.g11767 0 0 0 0 0 0
ScZCZ4B_818.g11768 2 0 0 0 0 0
ScZCZ4B_818.g11769 3 0 3 0 0 0
ScZCZ4B_818.g11770 0 0 0 0 0 0
ScZCZ4B_818.g11771 81 24 192 28 14 9
ScZCZ4B_818.g11772 0 2 8 0 5 0
ScZCZ4B_818.g11773 107 66 207 80 133 42
ScZCZ4B_818.g11774 38 7 140 12 0 2
ScZCZ4B_818.g11775 32 17 106 10 20 18
ScZCZ4B_818.g11776 13 6 40 7 5 9
ScZCZ4B_818.g11777 500 148 1314 2 13 3
ScZCZ4B_818.g11778 83 18 138 36 35 17
ScZCZ4B_818.g11779 578 182 951 244 151 118
ScZCZ4B_818.g11780 2 0 10 0 4 0
ScZCZ4B_818.g11781 142 57 216 19 14 15
ScZCZ4B_818.g11782 217 90 405 69 54 52
ScZCZ4B_818.g11783 2 0 0 0 2 0
ScZCZ4B_818.g11784 6 0 16 0 3 0
ScZCZ4B_818.g11785 54 21 99 18 15 16
ScZCZ4B_818.g11786 0 0 2 0 0 0
ScZCZ4B_818.g11787 101 67 255 33 52 26
ScZCZ4B_818.g11788 16 2 6 0 1 2
ScZCZ4B_818.g11789 164 39 283 71 65 51
ScZCZ4B_818.g11790 0 2 2 0 0 0
ScZCZ4B_818.g11791 2 0 1 2 2 7
ScZCZ4B_818.g11792 6 0 6 0 2 0
ScZCZ4B_818.g11793 0 0 0 0 1 0
ScZCZ4B_818.g11794 58 18 90 9 11 16
ScZCZ4B_818.g11795 27 1 16 0 2 0
ScZCZ4B_818.g11796 203 53 260 92 164 100
ScZCZ4B_818.g11797 18 0 13 3 7 6
ScZCZ4B_818.g11798 0 0 0 0 0 0
ScZCZ4B_818.g11799 185 54 330 195 285 146
ScZCZ4B_818.g11800 3 0 1 0 0 0
ScZCZ4B_818.g11801 0 0 1 0 0 0
ScZCZ4B_818.g11802 7 0 7 10 2 2
ScZCZ4B_818.g11803 21 14 41 5 29 6
ScZCZ4B_818.g11804 36 21 100 21 29 28
