gene male1 male2 female1 female2 asexual1 asexual2
100168279 3529 2846 1807 5095 3958 6327
100168280 462 416 95 312 197 336
100168281 147 121 416 489 434 414
100168283 521 377 410 609 605 533
100168284 2 0 97 91 11 13
100168285 4903 3895 2869 4229 6165 5824
100168286 4792 3540 469 544 4077 2590
100168287 1223 973 2569 3287 4754 4257
100168288 172 138 376 550 281 398
100168289 0 0 0 0 0 0
100168290 7796 12314 274 390 27952 14159
100168291 35 26 4 9 193 96
100168292 413 344 78 232 584 764
100168293 71 46 112 133 183 133
100168294 297 247 288 498 296 509
100168295 10130 8646 469 583 2855 1723
100168296 2491 1672 299 689 469 627
100168297 0 2 0 0 4 2
100168298 197 196 0 0 0 0
100168299 16 25 14 21 87 69
100168300 443 333 408 420 677 574
100168301 296 222 592 746 423 666
100168303 253 178 462 470 216 303
100168304 1021 773 784 959 1460 1174
100168305 70 43 747 700 323 286
100168306 176 134 1136 1297 249 262
100168309 331 295 1172 1133 1701 1277
100168310 68 40 4 10 199 163
100168311 1023 776 506 701 1451 1008
100168313 641 434 1281 1517 2008 1678
100168314 22 10 2 2 1113 813
100168315 1 4 1 0 353 332
100168316 341 231 374 619 355 486
100168317 526 392 400 646 558 686
100168318 0 0 0 0 0 0
100168319 54 41 110 126 108 79
100168320 1870 1623 1798 2293 3287 3039
100168321 743 637 484 828 450 494
100168322 34 25 102 144 111 164
100168323 427 419 362 686 889 1079
100168324 811 607 76 106 80 90
100168325 95 52 58 111 27 25
100168326 168 166 271 646 424 613
100168328 1244 849 245 748 816 1045
100168329 23 18 2 4 303 284
100168330 0 0 0 1 0 0
100168331 1743 1454 1133 1068 4162 2554
100168333 1788 1342 1112 1816 2235 2266
100168334 2618 1904 1471 2081 2540 2425
100168336 124 75 85 93 44 27
100168338 196 182 403 624 684 840
100168339 639 419 597 707 1122 1065
100168340 1175 831 567 796 754 824
100168343 184 221 328 597 938 773
100168344 316 239 690 1225 484 721
100168345 1337 1015 2720 3353 3121 3047
100168346 1071 672 175 157 7 5
100168347 154 145 5 6 67 70
100168350 240 147 670 635 628 551
100168351 873 740 578 935 2158 2071
100168352 0 0 0 0 0 0
100168353 2271 1745 916 1200 3247 2035
100168355 26 24 2 2 17 40
100168356 354 235 1626 1401 1014 677
100168357 213 190 493 1045 788 1127
100168358 1331 1005 827 962 1276 781
100168359 972 772 1303 1145 1290 771
100168360 321 254 734 873 723 562
100168361 0 0 16 11 4 2
100168362 273 199 7 16 233 242
100168363 402 301 334 586 875 917
100168365 564 426 1171 1212 1182 914
100168367 471 392 675 1352 377 712
100168368 564 353 375 427 1185 869
100168369 653 466 521 854 620 864
100168370 692 513 726 1476 1370 2056
100168372 170 123 508 659 287 280
100168373 5202 3995 2897 3049 6168 3179
100168375 924 603 692 826 1001 691
100168376 442 371 923 2062 852 1270
100168377 125 79 6 7 100 61
100168379 11876 9753 2800 3555 12215 6714
100168380 267 181 228 293 336 278
100168381 414 347 384 636 447 611
100168382 16 30 943 1316 215 317
100168383 398 291 298 429 574 337
100168384 3104 2443 3963 4484 5233 3612
100168385 106 87 458 477 250 290
100168386 25 42 3 1 37 27
100168387 39 31 44 86 46 59
100168389 214 144 229 215 565 349
100168392 33 30 24 39 346 235
100168393 787 614 748 1873 1368 1995
100168394 2371 1761 3648 4876 5938 4640
100168395 2532 1677 69 143 115 119
100168396 0 0 0 0 0 1
100168397 374 365 318 354 439 380
100168399 2337 2008 1033 1349 1993 2306
100168400 739 578 593 639 1661 1035
100168401 60 44 9 16 1286 772
100168402 339 283 259 357 659 604
100168403 36 43 794 2069 234 386
100168404 1098 781 577 603 577 421
100168405 193 203 277 358 478 256
100168406 240 183 771 1542 574 764
100168407 358 312 303 275 292 196
100168408 375 308 25 75 96 122
100168409 587 459 154 368 501 579
100168411 1 1 0 4 1 1
100168412 1539 1388 47 79 656 497
100168413 112 87 2 0 14 9
100168416 430 350 373 463 598 552
100168417 64 47 153 187 169 108
100168418 134 87 339 390 363 402
100168419 825 674 720 864 1301 1195
100168420 0 0 0 0 0 0
100168423 293 170 89 188 253 308
100168424 735 381 56 61 692 458
100168425 252 171 904 1452 675 809
100168426 2 3 0 1 22 14
100168428 199 118 15 22 123 97
100168429 1358 1060 408 691 665 642
100168430 2605 2040 177 251 333 282
100168431 3130 2802 4190 4556 15107 10362
100168433 3070 2095 460 742 1030 945
100168434 1319 1090 1252 1653 2554 1712
100168435 196 127 208 203 244 192
100168436 576 504 1460 1753 1390 1125
100168437 158 150 635 654 483 449
100168438 350 293 518 685 527 495
100168440 225 155 148 246 347 375
100168441 1312 935 848 718 2023 1370
100168442 129 100 18 32 196 139
100168443 7 10 2 2 5 2
100168444 84 68 487 468 286 193
100168445 199 164 736 918 363 322
100168447 40 28 10 18 103 53
100168448 26 18 6 11 4 6
100168449 62 52 23 47 109 126
100168451 390 263 74 115 176 244
100168452 1857 1450 2250 4415 5428 6931
100168453 1223 1343 96 147 12255 8051
100168454 1942 1679 812 1408 399 393
100168458 96 76 153 169 131 144
100168459 1438 1109 1164 1507 1329 1358
100168460 1985 1630 943 1181 1621 1271
100168461 596 467 524 898 681 1023
100168462 234 162 617 807 1034 908
100168464 278 211 173 377 254 443
100168465 2351 1889 1164 1532 3906 2724
100168467 190 192 104 137 528 322
100168469 335 209 376 397 54 51
100168472 1604 1357 1488 1964 6034 4372
100168473 535 390 1000 1730 1899 1864
100168474 209 206 136 186 209 215
100168475 96 80 81 105 59 94
100168477 299 260 4440 11930 1584 2383
100168478 206 130 18 26 736 404
100168479 1747 1368 304 467 1026 916
100168480 34 17 1 12 91 68
100168481 2 8 2 1 874 612
100168483 66 57 49 48 89 45
100168485 106 57 20 57 66 80
100168486 254 198 159 203 170 194
100168487 1302 1117 758 944 1398 1316
100168489 141 83 9 17 7 3
100168492 1072 855 651 928 900 835
100168494 659 611 617 1150 1018 1725
100168495 0 0 0 0 0 0
100168496 62 57 302 359 230 252
100168497 875 677 460 739 881 836
100168498 206 159 14 29 76 44
100168499 3569 3158 1309 1617 2797 2224
100168500 3 2 0 1 0 0
100168501 490 398 208 483 429 505
100168502 17 11 6 9 9 16
100168505 106 52 2 1 11 6
100168507 61 78 1 35 68 113
100168508 456 387 639 1260 1400 2060
100168509 3511 2755 2852 2744 3496 2470
100168511 9 12 2057 2603 932 1064
100168513 218 183 448 961 276 353
100168515 677 588 476 662 794 678
100168516 1353 1128 718 1046 758 841
100168517 328 248 146 480 344 540
100168519 587 502 782 1055 557 604
100168521 6 0 0 0 0 1
100168522 440 320 191 251 618 487
100168523 359 292 20 48 366 396
100168525 322 225 683 782 387 276
100168527 2 2 12 18 7 13
100168528 306 281 541 595 627 424
100168529 183 146 40 91 125 169
100168530 116 88 45 52 172 174
100168531 4101 2507 129 203 148 94
100168532 303 276 416 484 434 411
100168533 1972 1504 1407 1733 1507 1095
100168534 461 425 544 1675 746 1328
100168535 0 0 232 375 42 71
100168536 301 234 498 523 449 490
100168537 57 57 251 243 567 377
100168538 286 232 375 625 792 701
100168539 244 218 575 936 613 722
100168541 1344 1157 937 1468 788 1104
100168545 101 63 168 157 225 173
100168546 520 360 195 255 396 328
100168547 437 326 684 675 1106 767
100168548 357 224 281 377 501 474
100168549 147 201 4 15 6732 3668
100168550 177 144 42 68 181 149
100168552 0 0 0 1 7 3
100168553 294 195 348 318 404 296
100168554 13 12 4 4 51 19
100168555 1742 1400 262 286 1700 781
100168556 347 247 58 106 634 431
100168557 501 470 137 299 643 698
100168558 453 355 546 560 619 700
100168559 308 269 393 493 421 424
100168560 2162 1795 591 1458 1076 1595
100168562 95 64 290 313 231 190
100168563 1869 1362 3608 6963 9257 9248
100168564 252 162 16 17 99 49
100168565 52 35 43 111 71 93
100168568 1534 1190 950 1432 2190 1728
100168569 643 445 304 520 607 678
100168570 751 543 247 347 824 552
100168571 4 0 3 0 735 389
100168573 0 0 0 0 0 0
100168574 0 0 4 0 1 0
100168575 663 417 471 470 922 663
100168576 375 284 62 135 250 332
100168578 441 356 36 34 688 428
100168579 396 337 826 902 798 707
100168581 121 90 21 25 303 224
100168582 148 100 423 570 235 287
100168583 170 119 31 24 70 65
100168586 939 764 888 1012 1371 931
100168587 165 106 98 131 177 167
100168589 3836 3337 1905 3847 3103 3429
100168591 289 245 489 502 601 443
100168592 858 678 571 742 1266 1230
100168593 1017 852 757 999 819 893
100168594 608 471 21 50 278 231
100168595 902 784 350 584 851 763
100168596 1020 898 2382 2659 2336 1974
100168597 594 476 688 1099 650 790
100168598 306 226 675 971 637 776
100168601 137 106 58 46 95 57
100168602 319 219 17 40 324 297
100168603 1678 1456 2822 3430 9652 6360
100168604 28 21 33 42 10 8
100168605 75 58 33 52 95 87
100168607 1961 1329 6650 8720 178 143
100168608 467 390 320 506 865 949
100168609 546 454 656 795 1092 1076
100168610 261 191 624 723 204 234
100168612 935 779 224 375 747 868
100168613 1907 1558 933 1140 2603 1846
100168614 313 262 178 301 391 424
100168616 433 321 2 1 12 4
100168618 240 226 32 77 521 407
100168619 1170 906 976 2318 1181 1790
100168620 1479 1203 1168 1152 1661 1020
100168621 345 303 275 530 413 627
100168622 449 381 669 972 975 710
100168624 763 600 631 761 1208 1194
100168625 809 687 368 702 715 722
100168626 385 328 218 298 471 350
100168628 1398 1090 1038 1488 1025 1312
100168629 344 258 546 525 440 390
100168630 946 844 505 593 831 731
100168631 931 731 602 676 1398 819
100168632 395 314 259 378 442 541
100168633 89 64 324 547 257 350
100168634 404 317 920 1377 989 1306
100168635 363 298 474 557 1335 877
100168636 14018 9444 11844 18987 22508 15914
100168637 279 222 372 471 266 337
100168638 796 631 701 803 517 287
100168639 256 239 115 235 672 442
100168640 552 441 590 927 436 488
100168641 600 461 544 638 730 578
100168643 110 86 266 239 689 462
100168644 2496 1714 945 1156 1912 1713
100168646 437 333 190 349 369 492
100168648 0 0 0 0 0 0
100168649 35 28 0 0 0 0
100168650 1371 1037 751 837 1146 886
100168652 1352 980 50 86 316 285
100168653 1166 916 799 1226 2043 1924
100168654 70 38 166 196 330 244
100168655 214 214 41 68 1780 1335
100168656 97 91 171 191 300 211
100168657 85 51 135 139 121 113
100168658 565 527 458 619 464 505
100168659 1629 1115 780 1592 832 1182
100168660 2196 1695 1098 1281 1267 1048
100168663 87 90 85 115 136 112
100168664 268 184 212 272 378 363
100168665 0 0 0 0 13 9
100168667 17 21 60 67 54 39
100168669 65 42 2 5 74 116
100168670 236 204 459 459 276 268
100168671 163 128 5 21 31 69
100168672 186 172 5 7 1442 733
100168674 276 273 338 383 511 398
100168676 95 63 155 161 3426 2589
100168677 570 589 390 448 527 462
100168678 746 571 264 416 1421 938
100168680 1 5 0 0 39 13
100168681 393 320 376 452 763 540
100168683 1 3 0 0 6 3
100168684 255 207 638 929 589 693
100168685 1992 1528 1363 1525 1143 933
100168687 170 171 89 132 861 758
100168688 6 3 0 0 0 0
100168689 145 118 296 770 474 702
100168690 729 562 601 831 445 326
100168691 1809 1532 1053 1382 949 750
100168693 132 89 250 294 206 178
100168694 1 0 0 0 2 0
100168695 0 0 0 0 0 0
100168696 1572 1285 1660 1802 2473 1927
100168697 1661 1283 1500 1909 2305 2040
100168698 352 264 10 28 364 310
100168699 0 0 0 0 0 0
100168700 59 53 1252 1608 2459 1969
100168701 109 109 2 12 121 115
100168702 19 14 0 0 0 0
100168703 390 311 329 639 356 526
100168704 2493 2017 1180 1238 2679 2317
100168705 6127 4068 746 969 2535 1391
100168706 443 351 292 416 618 542
100168707 92 46 660 596 182 104
100168708 1644 1641 193 235 510 342
100168709 603 429 829 1205 927 1044
100168710 825 652 716 1208 1237 938
100168712 183 141 155 204 239 226
100168713 2460 1739 185 285 991 752
100168714 817 604 648 1062 649 672
100168717 1249 1012 1128 1873 3436 3899
100168718 187 118 311 435 362 300
100168719 22 16 1 3 27 22
100168720 808 739 467 1009 863 1211
100168721 372 343 559 809 863 1141
100168722 490 387 225 333 278 341
100168723 13 13 6 5 749 585
100168724 69 44 5 2 189 137
100168726 17891 13487 4404 5525 10263 6060
100168729 2174 1637 1005 1292 1581 1272
100168730 576 390 169 229 623 459
100168731 1679 1454 2215 2131 3806 2353
100168732 1134 786 3434 3456 907 631
100168733 498 402 334 900 234 458
100168734 45 59 5 9 1900 1880
100168735 545 413 168 180 936 626
100168736 1457 1151 1246 1580 2132 1429
100168737 95 97 11 21 1939 1314
100168738 267 240 428 602 362 515
100168739 66 46 1 5 37 19
100168741 0 0 0 0 0 0
100168742 372 229 2059 2167 1424 1089
100168743 1038 812 424 720 633 464
100168746 508 396 599 698 752 862
100168747 593 396 622 850 561 744
100168749 751 542 300 360 1030 668
100168750 2652 1989 1681 1660 1594 1161
100168751 2513 2027 1247 1499 2227 1475
100168754 18545 14290 604 872 1806 954
100168755 3958 3378 3705 4755 6202 4107
100168756 11 7 0 0 5 8
100168757 1740 1284 333 479 2970 2228
100168759 385 294 644 942 585 679
100168760 2216 1643 603 948 619 429
100168762 90 103 83 119 120 87
100168763 347 261 646 846 632 692
100168764 2728 2108 1570 1872 3109 1950
100168765 5085 4174 6796 8447 31313 16630
100168766 38 19 17 35 65 67
100168767 8453 6162 4498 4982 16644 10541
100168769 1432 1059 1009 1964 1470 1914
100168770 1576 1155 893 1067 2684 1929
100168771 801 624 1084 2061 1519 2210
100168772 0 0 24 29 3 0
100168773 649 501 670 949 676 814
100168774 523 497 862 1733 2035 2385
100168775 39 38 38 59 60 99
100168776 998 759 1380 1653 1757 1590
100168777 60 61 64 73 108 37
100168778 21 12 13 18 26 34
100168780 4474 4152 7028 6354 22967 14230
100168781 2723 2013 1664 2798 2238 1693
100168782 13602 11245 444 701 3683 2179
100168783 2047 1730 1403 2569 2817 3276
100168784 179 172 973 1409 389 511
100168786 507 369 484 682 867 705
100168787 59 39 3 10 86 70
100168788 7842 5806 1888 2647 4714 4297
100168789 752 578 637 776 1054 1111
100168790 208 170 276 445 211 302
100168791 120 82 145 168 185 199
100168792 23 18 9 5 688 414
100168793 3 2 2 3 2 1
100168794 53 41 262 275 60 34
100168795 213 145 3 10 4 9
100168796 99 64 181 211 292 172
100168799 114 89 10 37 137 113
100168800 305 223 48 185 314 477
100168801 1014 889 474 1606 760 1386
100168802 3723 2519 396 668 2857 2473
100168805 212 160 934 883 585 558
100168809 7315 6366 2649 5341 6248 7463
100168810 29 25 7 4 183 128
100168811 0 1 0 0 0 0
100168812 0 1 6 5 0 4
100168813 13 11 11 11 12 23
100168815 782 577 100 73 4 1
100168816 928 675 803 1362 1353 1476
100168817 403 347 427 779 473 781
100168818 219 191 400 914 54 86
100168819 266 204 90 128 333 323
100168820 37 30 520 531 293 277
100168821 405 341 870 1938 1826 2604
100168822 17235 14433 1271 1662 5838 3039
100168823 4 4 1893 3161 211 127
100168824 638 482 598 682 710 726
100168826 1029 751 331 715 1001 1125
100168827 125 66 7 27 33 36
100168828 521 398 380 649 559 581
100168829 653 516 31 72 944 696
100168830 1 3 0 0 0 0
100168831 1529 1332 870 1411 1651 1745
100168832 84 72 255 392 173 209
100168833 2354 1847 1495 1724 1929 1374
100168834 4234 3198 546 923 2657 1761
100168835 104 94 6 10 45 50
100168836 605 325 227 272 579 364
100168837 86 63 251 471 444 626
100168839 658 487 147 229 368 381
100168840 37 42 2 2 33 27
100168841 241 195 0 1 0 0
100168842 1250 969 673 1024 1058 1103
100168843 531 399 298 300 828 638
100168844 217 206 336 664 2136 2622
100168845 721 519 546 690 1220 850
100168846 527 428 378 402 743 693
100168847 15 14 0 0 0 1
100168848 1 1 109 117 645 382
100168849 143 97 772 1583 748 1131
100168850 3195 2476 517 860 1952 2059
100168851 1 1 9 20 29 18
100168852 1036 727 642 1279 802 982
100168855 4135 2507 2579 2533 7457 4587
100168856 175 156 748 664 1006 574
100168857 83 84 7 16 596 453
100168858 2218 1612 1339 1803 3019 2405
100168859 439 383 738 706 552 493
100168860 3551 2665 1294 2889 1765 2420
100168861 16 19 657 794 265 399
100168862 25937 19536 6554 9585 8665 6079
100168863 181 157 255 517 282 479
100168864 3273 2808 4023 3990 15013 7436
100168865 199 129 10 16 100 64
100168866 0 0 0 0 0 0
100168867 515 344 909 1498 949 1060
100168868 980 858 1409 1920 1008 1128
100168869 0 0 1 0 1 1
100168870 1466 1224 1028 1422 2196 1864
100168871 207 173 272 463 505 737
100168872 207 128 198 261 254 331
100168873 10 19 0 0 0 0
100168875 998 854 905 1065 2191 1946
100168876 211 151 378 461 557 582
100168877 810 640 406 849 2031 2634
100168878 14 32 2 1 34 17
100168879 527 384 778 838 1185 922
100168880 462 375 69 172 285 507
100168884 841 734 1085 1585 2323 2031
100168886 3014 2430 1308 1471 2779 2011
100168887 306 248 451 568 484 553
100168889 2614 2255 4431 4796 11324 7809
100168890 1690 1183 1374 1650 2178 2000
100168891 540 413 357 363 940 587
100168892 1531 1223 1794 1942 2591 1975
100168895 358 309 190 285 346 369
100168896 622 485 610 525 1029 783
100168897 241 177 34 78 215 189
100168899 0 0 0 0 0 0
100168900 537 455 215 320 615 410
100168901 192 163 51 101 167 158
100168902 390 363 416 712 566 685
100168904 12 20 5 15 50 34
100168905 1564 1206 1003 2493 2196 3130
100168906 8 3 0 0 12 5
100168908 94 60 469 1035 546 916
100168909 345 253 581 722 548 528
100168911 95 65 68 129 147 194
100168913 1155 907 732 1526 1028 1478
100168914 166 106 0 2 5 4
100168915 202 155 272 297 377 304
100168916 291 239 144 267 258 353
100168918 280 246 337 422 312 352
100168919 892 614 641 935 2087 2022
100168920 137 84 474 588 412 545
100168922 148 132 9 13 94 64
100168923 168 104 12 16 41 67
100168924 133 71 90 192 161 317
100168925 324 233 16 28 341 339
100168926 264 185 117 288 248 388
100168927 567 483 706 962 1040 1108
100168928 221 184 106 113 303 218
100168929 410 313 220 399 491 523
100168930 305 248 491 566 479 480
100168933 636 470 924 1036 2320 1757
100168934 42 29 562 885 259 231
100168935 1 2 0 0 17 7
100168936 1396 1125 664 626 957 629
100168937 99 94 46 82 103 119
100168938 1508 1258 642 1403 881 1111
100168939 511 483 74 139 295 228
100168941 305 241 291 370 459 438
100168942 1419 884 262 352 343 226
100168943 5881 4509 2079 2499 4823 3257
100168944 250 206 318 410 377 425
100168945 3683 2888 2589 3324 5720 3970
100168946 26 37 131 138 60 62
100168947 635 522 503 640 1022 701
100168948 604 513 672 625 1062 693
100168949 916 673 927 1192 1119 1210
100168950 602 485 304 499 439 605
100168951 621 511 617 699 1160 740
100168952 471 393 34 59 201 130
100168953 524 373 101 195 109 87
100168955 962 739 868 1264 1423 1275
100168956 205 162 409 1148 454 828
100168957 713 668 671 2276 926 1500
100168958 1036 771 689 1014 1317 1139
100168960 1188 877 810 1586 1125 1773
100168961 6 6 62 112 272 214
100168962 332 316 502 1395 660 1112
100168963 1043 935 945 1176 1913 1187
100168964 915 712 41 69 2059 1310
100168968 2668 2505 1760 2783 5676 4456
100168970 1144 896 2076 2998 3027 2590
100168972 90 86 297 541 624 740
100168973 1227 1043 2134 2431 4532 3148
