gene male1 male2 female1 female2 asexual1 asexual2
107885259 0 0 0 0 0 0
107885260 0 0 0 0 0 0
107885261 0 0 0 0 0 0
107885262 1 2 0 0 5 2
107885264 0 2 0 0 0 0
107885265 0 0 0 0 0 0
107885266 0 0 0 0 0 0
107885267 0 0 0 0 0 0
107885268 0 0 0 0 0 0
107885269 0 0 0 0 0 0
107885270 2 1 0 0 1 0
107885272 0 0 0 0 0 0
107885273 0 0 0 0 0 0
107885274 0 0 0 0 1 1
107885275 11 6 0 1 11 9
107885276 0 0 0 0 0 0
107885277 0 0 0 0 0 0
107885278 0 0 0 0 1 0
107885279 34 31 2 6 2 1
107885280 16 9 0 3 0 0
107885282 0 0 0 0 0 0
107885283 0 0 0 0 0 0
107885284 0 0 0 0 0 0
107885285 0 0 0 0 0 0
107885286 0 0 0 0 0 0
107885287 2 0 0 0 0 0
107885288 0 0 0 0 0 0
107885289 0 0 0 0 0 0
107885290 0 0 0 0 0 0
107885291 0 0 0 0 0 0
107885293 1 1 0 0 3 1
107885295 0 0 0 0 0 0
107885297 0 0 0 0 0 0
107885298 0 0 0 0 0 0
107885299 2 0 7 16 3 0
107885300 0 0 0 0 0 0
107885301 0 0 0 0 0 0
107885302 0 0 0 0 0 0
107885303 19 10 0 3 12 11
107885304 0 0 0 0 0 0
107885305 0 0 0 0 0 0
107885306 0 0 0 0 0 0
107885307 9 9 6 7 17 8
107885309 0 0 0 0 1 8
107885310 0 0 0 0 0 0
107885311 0 0 0 0 0 0
107885313 0 0 0 0 0 0
107885314 0 1 0 0 0 0
107885315 4 2 1 1 15 6
107885316 0 0 0 0 0 0
107885317 0 0 0 0 0 0
107885318 0 0 0 0 0 0
107885320 1 0 0 0 0 0
107885321 0 0 0 0 0 0
107885322 0 0 0 0 0 0
107885323 19 12 2 15 4 0
107885327 0 0 0 0 0 0
107885330 0 0 0 0 0 0
107885331 0 0 0 0 0 0
107885332 0 0 0 0 0 0
107885333 0 0 0 0 0 0
107885334 0 0 0 0 0 0
107885335 0 0 0 0 0 0
107885336 0 0 0 0 0 0
107885337 0 0 0 0 0 0
107885338 1 2 0 0 0 0
107885340 0 0 0 0 0 0
107885341 0 0 0 0 1 0
107885342 0 0 0 0 0 0
107885343 0 0 0 0 0 0
107885344 0 0 0 0 0 0
107885346 0 0 0 0 0 0
107885348 0 0 0 0 0 0
107885349 0 0 0 0 0 0
107885351 0 0 0 0 0 0
107885353 0 0 0 0 0 0
107885354 0 0 0 0 0 0
107885355 0 0 0 0 0 0
107885356 0 0 0 0 0 0
107885357 0 0 1 5 2 4
107885358 0 0 0 0 0 0
107885359 0 0 0 0 0 0
107885360 0 0 0 0 0 0
107885361 0 0 0 0 0 0
107885362 0 0 0 0 0 0
107885363 1 0 1 3 0 1
107885364 0 0 0 0 0 0
107885365 0 0 0 0 0 0
107885366 0 0 0 0 0 0
107885367 0 0 0 0 0 0
107885368 0 0 0 0 0 0
107885369 0 0 0 0 0 0
107885370 0 0 43 38 0 0
107885372 243 138 5 6 73 40
107885373 1 1 85 113 1 0
107885375 0 0 0 0 0 0
107885376 0 0 0 0 0 0
107885377 0 0 0 0 0 0
107885379 0 0 0 0 0 0
107885380 0 0 0 0 0 0
107885381 0 0 0 0 0 0
107885382 0 2 1 2 0 0
107885383 0 0 0 5 0 0
107885385 0 0 0 2 0 0
107885386 0 0 0 0 0 0
107885387 0 0 0 0 0 0
107885389 0 0 0 0 0 0
107885390 0 0 0 0 0 0
107885391 0 0 0 0 0 0
107885392 0 0 0 0 0 0
107885393 0 0 0 0 0 0
107885394 0 0 0 0 0 0
107885396 0 0 1 0 0 0
107885398 0 0 0 0 0 0
107885399 0 0 0 0 0 0
107885400 0 0 0 0 0 0
107885402 0 0 0 0 0 0
107885403 0 0 0 0 0 0
107885405 0 0 0 0 0 0
107885406 0 0 0 0 0 0
107885407 0 0 0 0 0 0
107885408 0 0 0 0 0 0
107885409 0 0 0 0 0 0
107885410 0 0 0 0 0 0
107885411 0 0 0 0 0 0
107885412 0 0 0 0 0 0
107885413 0 0 0 0 0 0
107885414 0 0 0 0 0 0
107885415 0 0 0 0 0 0
107885416 4 3 2 3 9 10
107885417 0 0 0 0 0 0
107885418 0 0 0 0 0 0
107885419 0 0 0 0 0 0
107885420 0 0 0 0 0 0
107885421 0 0 0 0 0 0
107885423 0 0 0 0 0 0
107885424 3 5 0 0 0 0
107885425 0 0 0 0 0 0
107885426 0 0 0 0 0 0
107885427 0 0 0 0 0 0
107885428 0 0 0 0 0 0
107885429 0 0 0 0 0 0
107885430 0 0 0 0 0 0
107885431 0 0 0 0 0 0
107885432 0 0 0 0 0 0
107885433 0 0 0 0 0 0
107885434 0 0 0 0 0 0
107885435 0 0 0 0 0 0
107885436 0 0 0 0 0 0
107885437 0 0 0 0 0 0
107885439 0 0 0 2 1 1
107885440 0 0 0 0 0 0
107885441 0 0 0 0 0 0
107885442 0 0 0 0 0 0
107885443 0 0 0 0 0 0
107885444 0 0 0 0 0 0
107885445 0 0 0 0 0 0
107885446 0 0 0 0 0 0
107885448 2 1 1 0 1 2
107885449 0 0 0 0 0 0
107885450 0 0 1 3 0 0
107885451 0 0 0 0 0 0
107885452 0 0 0 0 0 0
107885453 0 0 0 0 0 0
107885454 0 0 0 0 0 0
107885455 0 0 0 0 0 0
107885456 0 0 0 0 0 0
107885457 0 0 0 0 0 0
107885458 0 0 0 0 0 0
107885459 0 0 0 0 0 0
107885460 0 0 0 0 0 0
107885461 0 0 0 0 0 0
107885462 0 0 0 1 0 0
107885463 3 0 0 1 0 0
107885464 0 0 0 0 0 0
107885466 0 0 0 0 0 0
107885467 15 37 1 4 2 7
107885468 0 0 0 0 0 0
107885469 0 0 0 0 0 0
107885470 0 0 0 0 0 0
107885471 0 0 0 0 0 0
107885472 1 0 0 0 0 0
107885473 0 0 0 0 0 0
107885474 0 0 0 0 0 0
107885475 0 0 0 0 0 0
107885476 0 0 0 0 0 0
107885477 0 0 0 0 0 0
107885479 0 0 0 0 0 0
107885481 0 0 0 0 0 0
107885482 0 0 0 0 0 0
107885483 0 0 0 0 0 0
107885484 0 0 0 0 0 0
107885485 2 2 169 181 3 1
107885486 0 0 0 0 0 0
107885487 0 0 0 0 0 0
107885488 0 0 0 0 0 0
107885489 0 0 0 0 0 0
107885490 0 0 0 0 0 0
107885491 0 0 0 0 0 0
107885492 0 0 0 0 0 0
107885493 0 0 0 0 0 0
107885494 0 0 0 0 0 0
107885496 0 2 5 6 0 0
107885497 0 0 0 0 0 0
107885498 0 0 0 0 0 0
107885499 0 0 0 0 0 0
107885501 0 0 0 0 0 0
107885502 0 0 0 0 0 0
107885503 0 0 0 0 0 0
107885504 0 0 0 0 0 0
107885505 0 0 0 0 0 0
107885506 0 0 0 0 0 0
107885507 0 0 0 0 0 0
107885511 22 12 1 2 2 3
107885512 0 0 0 0 0 0
107885515 0 0 0 0 0 0
107885516 0 0 0 0 0 0
107885518 0 0 0 0 0 0
107885520 0 0 0 0 0 0
107885521 0 0 0 0 0 0
107885522 0 0 0 0 0 0
107885523 0 0 0 0 0 0
107885525 0 0 0 0 0 0
107885526 0 0 0 0 0 0
107885528 0 0 0 0 0 0
107885529 0 0 0 0 0 0
107885530 0 0 0 0 0 0
107885532 4 3 3 3 0 2
107885533 0 0 0 0 0 0
107885534 0 0 0 0 0 0
107885535 0 0 0 0 0 0
107885536 0 0 0 0 0 0
107885537 0 0 0 0 0 0
107885538 0 0 0 0 0 0
107885539 0 0 0 0 0 0
107885540 0 0 0 0 0 0
107885541 0 1 0 0 0 0
107885543 0 0 0 0 0 0
107885544 3 1 0 0 4 6
107885545 0 0 0 0 0 0
107885546 0 0 0 0 0 0
107885547 10 8 4 16 3 7
107885548 0 0 0 0 0 0
107885549 0 0 0 0 0 0
107885550 0 0 0 0 0 0
107885551 0 0 0 0 0 0
107885552 0 0 0 0 0 0
107885553 0 0 0 0 0 0
107885554 0 0 0 0 0 0
107885555 0 0 0 0 0 0
107885556 0 0 0 0 0 0
107885557 0 0 0 0 0 0
107885558 0 0 0 0 0 0
107885559 0 0 0 0 0 0
107885560 2 6 2 3 0 3
107885561 0 0 0 0 0 0
107885562 0 0 0 0 0 0
107885564 0 0 0 0 0 0
107885565 0 0 0 0 0 0
107885566 0 0 0 0 0 0
107885567 0 0 0 0 0 0
107885568 0 0 0 0 0 0
107885569 0 0 0 0 0 0
107885570 0 0 0 0 0 0
107885571 2 1 0 0 0 1
107885572 0 0 0 0 0 0
107885573 0 0 0 0 0 0
107885574 0 0 0 0 0 0
107885575 0 0 0 0 0 0
107885576 0 0 0 0 0 0
107885578 0 0 0 3 1 0
107885580 0 0 0 0 0 0
107885581 0 0 0 0 0 0
107885582 0 0 0 0 0 0
107885583 0 0 0 0 0 0
107885584 0 0 0 0 0 0
107885585 0 0 0 0 0 0
107885586 0 0 0 0 0 0
107885587 0 0 0 0 0 0
107885588 0 0 0 0 0 0
107885589 4 2 0 2 4 4
107885590 0 0 0 0 0 0
107885591 0 0 0 0 0 0
107885592 0 0 0 0 0 0
107885593 0 0 0 0 1 0
107885594 0 0 0 0 0 0
107885595 0 0 0 0 0 0
107885596 0 0 0 0 0 0
107885597 0 0 0 0 0 0
107885598 0 0 0 0 0 0
107885600 0 0 0 0 0 0
107885601 0 0 0 0 0 0
107885602 0 0 0 0 0 0
107885603 0 0 0 0 0 0
107885604 0 0 0 0 0 0
107885605 0 0 0 0 0 0
107885606 0 0 0 0 0 0
107885607 0 0 0 0 0 0
107885608 0 0 70 62 3 5
107885610 0 0 0 0 0 0
107885611 0 0 0 0 0 0
107885613 0 0 0 0 0 0
107885614 0 0 0 0 0 0
107885617 0 0 0 0 0 0
107885618 0 0 0 0 0 0
107885619 0 0 0 0 0 0
107885620 0 0 0 0 0 0
107885621 0 0 0 0 0 0
107885622 0 0 0 0 0 0
107885623 0 0 0 0 0 0
107885624 0 0 0 0 0 0
107885625 0 0 0 0 0 0
107885626 0 0 0 0 0 0
107885627 0 0 0 0 0 0
107885628 0 0 0 0 0 0
107885629 0 0 0 0 0 0
107885630 0 0 0 0 0 0
107885631 0 0 0 0 0 0
107885632 0 0 0 0 0 0
107885633 0 0 0 0 0 0
107885634 0 0 0 0 0 0
107885638 0 0 0 0 0 0
107885639 0 0 0 0 0 0
107885640 0 1 1 5 6 9
107885641 0 1 0 0 0 1
107885645 3 3 0 0 2 3
107885647 0 0 0 0 0 1
107885648 1 0 0 0 0 0
107885650 0 0 0 0 0 0
107885651 0 0 0 0 0 0
107885652 0 0 1 2 0 0
107885655 0 0 0 0 0 0
107885656 0 0 0 0 0 0
107885657 55 30 3 1 0 1
107885658 0 0 0 0 0 0
107885659 0 0 3 3 0 4
107885661 0 0 0 0 0 0
107885663 3 5 0 1 3 3
107885664 2 3 0 0 0 0
107885665 1 1 0 1 0 0
107885666 34 45 2 3 8 7
107885667 0 1 0 0 1 0
107885668 0 0 0 0 0 0
107885669 0 0 0 0 0 0
107885670 0 0 0 0 1 1
107885672 0 0 0 0 0 0
107885673 0 0 0 0 0 0
107885674 0 0 0 0 0 0
107885676 0 0 0 0 0 0
107885677 0 0 0 0 0 0
107885679 2 4 0 0 0 0
107885680 1 2 0 0 0 3
107885683 0 0 0 1 0 0
107885684 0 0 0 0 0 0
107885685 8 8 0 4 1 0
107885686 0 0 0 0 0 0
107885687 0 0 0 0 0 0
107885690 0 0 0 0 0 0
107885691 0 0 0 0 0 0
107885693 0 0 0 0 0 0
107885694 0 0 0 0 0 0
107885696 2 2 0 5 2 2
107885697 0 0 0 0 0 0
107885698 0 0 0 0 0 0
107885701 0 0 0 0 1 0
107885702 0 0 0 0 0 0
107885704 6 3 3 3 18 24
107885706 0 0 0 0 0 0
107885707 0 0 5 4 0 0
107885709 0 1 0 0 0 0
107885713 0 0 0 0 0 0
107885714 0 0 0 0 0 0
107885716 2 0 6 13 4 5
107885717 0 0 0 0 0 0
107885718 0 0 0 0 0 0
107885719 0 0 0 0 0 0
107885720 0 0 0 0 0 0
107885722 0 0 0 0 0 0
107885723 3 1 0 0 0 0
107885725 3 1 1 6 1 1
107885726 0 0 0 0 0 0
107885727 0 0 0 0 0 0
107885728 2 0 0 0 2 1
107885729 0 0 0 0 0 0
107885730 23 15 6 22 16 47
107885731 0 0 0 1 0 0
107885732 4 3 1 3 2 2
107885733 0 1 0 0 0 0
107885735 0 0 0 0 0 0
107885736 0 0 0 0 0 0
107885737 0 0 0 1 0 0
107885738 0 0 2 1 1 0
107885740 0 0 0 0 0 0
107885741 12 9 0 0 0 0
107885742 0 0 0 0 0 0
107885743 0 0 5 13 0 0
107885745 0 0 0 0 0 0
107885746 0 0 0 0 0 0
107885747 2 1 1 3 0 0
107885748 0 0 0 0 0 0
107885751 1 0 0 0 0 0
107885754 0 0 0 0 0 0
107885755 0 0 0 0 0 0
107885756 8 3 1 1 12 10
107885757 0 1 0 0 0 0
107885758 4 6 0 1 0 0
107885759 0 0 0 0 0 0
107885760 0 0 0 0 0 0
107885762 0 0 0 0 0 0
107885763 0 0 0 0 0 0
107885764 0 0 0 0 0 0
107885765 3 1 0 0 0 0
107885767 0 0 0 0 0 0
107885768 1 7 0 2 1 15
107885770 0 0 0 0 0 0
107885771 0 0 0 0 0 0
107885772 1 0 0 0 0 0
107885773 0 0 0 0 0 0
107885774 0 0 0 0 2 1
107885780 0 1 8 13 0 2
107885781 0 0 0 0 0 0
107885782 0 0 0 0 0 0
107885784 0 0 0 0 0 0
107885785 1 0 0 0 0 0
107885787 0 0 81 67 1 1
107885788 0 0 0 0 0 0
107885789 0 0 3 12 3 3
107885790 0 0 0 0 0 0
107885791 0 0 0 0 0 0
107885792 0 1 0 0 1 0
107885793 0 1 0 0 0 0
107885794 0 0 0 0 0 0
107885797 0 0 1 0 0 0
107885798 0 0 0 0 0 0
107885799 0 0 0 0 0 0
107885800 0 0 0 0 0 0
107885801 1 2 0 1 5 7
107885803 0 0 0 1 0 1
107885804 0 0 0 0 1 0
107885805 109 71 63 176 16 14
107885806 0 0 0 2 0 0
107885807 0 1 0 5 7 3
107885808 1 1 0 0 1 0
107885809 0 0 0 0 0 0
107885810 0 0 0 0 0 0
107885811 0 0 0 0 0 0
107885812 0 0 0 0 0 0
107885814 0 0 0 0 0 0
107885815 0 0 1 0 2 0
107885816 0 1 0 0 2 0
107885817 100 67 8 26 8 16
107885818 0 0 0 0 1 0
107885819 0 0 0 0 0 0
107885820 0 0 0 0 0 0
107885822 5 2 1 7 7 5
107885823 0 0 0 0 0 0
107885824 2 1 0 0 3 5
107885825 10 4 0 0 0 0
107885826 0 0 0 0 0 0
107885829 1 1 0 1 2 0
107885830 1 1 0 0 0 0
107885831 0 0 0 0 0 0
107885832 0 0 0 0 1 0
107885833 0 0 0 1 0 0
107885834 0 0 1 1 0 0
107885835 0 1 1 0 0 2
107885836 0 0 0 0 0 1
107885837 0 0 0 0 0 0
107885838 0 0 0 0 0 0
107885839 9 1 17 22 4 15
107885840 0 0 0 0 0 0
107885841 50 47 0 3 16 19
107885843 1 0 0 0 0 2
107885844 12 11 0 1 4 6
107885846 0 0 0 0 0 0
107885847 0 0 0 0 0 0
107885848 0 0 0 0 0 0
107885849 0 0 0 0 0 0
107885851 0 0 0 0 0 0
107885852 0 0 0 0 0 0
107885854 0 0 0 1 0 0
107885855 0 0 0 0 0 0
107885856 0 0 0 1 0 0
107885857 10 2 9 19 6 7
107885858 0 0 0 0 0 0
107885859 0 0 0 0 1 0
107885860 2 1 0 0 1 1
107885861 0 1 0 0 0 0
107885863 0 0 0 1 0 0
107885864 1 0 0 2 0 0
107885865 0 0 0 0 0 0
107885866 0 0 0 1 0 1
107885867 1 1 0 0 2 1
107885871 0 0 0 0 0 0
107885872 0 0 0 0 0 0
107885873 0 0 0 0 0 0
107885874 0 0 0 0 0 0
107885877 0 0 0 0 0 0
107885878 0 3 3 6 2 4
107885880 101 79 1 1 5 7
107885881 0 0 0 0 0 0
107885883 3 4 30 38 4 4
107885886 0 0 0 0 0 0
107885888 0 0 0 0 0 0
107885889 1 0 0 0 0 0
107885890 1 0 1 0 0 0
107885894 0 0 0 0 0 0
107885895 2 2 0 0 0 0
107885896 1 0 0 0 0 0
107885900 0 0 0 0 0 0
107885904 9 6 4 5 0 2
107885905 0 0 0 0 0 0
107885906 1 1 18 8 1 4
107885907 7 3 0 5 2 0
107885910 0 0 0 0 1 0
107885916 0 0 0 0 0 0
107885917 9 3 0 4 3 0
107885918 0 0 0 0 0 0
107885919 0 0 15 45 3 6
107885923 0 0 0 2 0 0
107885924 7 7 0 6 10 9
107885925 0 0 0 0 0 0
112935894 4 4 0 0 0 0
115032974 205 178 123 181 419 317
115032975 105 82 377 367 179 189
115032976 97 65 132 138 289 184
115032977 9 14 6 12 18 9
115032978 214 180 129 192 211 223
115032979 93 56 20 81 39 22
115032980 4 0 1 1 2 2
115032981 77 80 14 33 86 53
115032982 16 7 2 3 9 17
115032983 1249 897 407 502 1215 1007
115032984 16 20 2 9 7 11
115032985 387 292 1180 1100 1927 1435
115032986 0 0 0 0 0 0
115032987 2 1 1 1 2 1
115032988 2 1 5 21 16 15
115032989 0 0 0 0 1 2
115032990 295 273 126 223 327 307
115032991 105 61 63 166 94 146
115032992 24 23 0 0 1 4
115032993 78 53 96 204 115 161
115032994 15 19 0 4 23 17
115032995 23 31 1 0 0 0
115032996 1 1 0 2 0 9
115032997 83 77 16 10 5 9
115032998 297 195 146 213 433 314
115032999 9 5 0 11 5 5
115033000 11 7 23 21 10 4
115033001 6 1 7 8 387 326
115033002 149 131 48 82 119 123
115033003 0 0 0 0 3 7
115033004 4 5 2 1 4 6
115033005 23 11 2 2 2 6
115033006 39 28 1 1 0 2
115033007 0 0 0 0 0 0
115033008 35 13 6 8 2 1
115033009 0 0 0 0 0 0
115033010 0 0 16 11 0 1
115033011 13 9 16 50 1 2
115033012 0 0 0 0 0 0
115033013 0 0 0 0 0 0
115033014 97 75 624 1096 286 326
115033015 15 18 1400 2882 3 2
115033016 0 0 1 2 0 0
115033017 69 49 1 1 1 0
115033018 1 1 1 0 2 3
115033019 0 0 0 0 0 0
115033020 0 2 16 33 5 9
115033021 6 5 12 31 0 1
115033022 0 0 5 6 1 0
115033023 7 9 3 2 0 4
115033024 283 190 12 46 22 32
115033025 29 23 26 28 57 27
115033026 11 4 2 10 1 2
115033027 16 11 5 30 0 0
115033028 0 0 0 0 0 0
115033029 0 0 0 0 0 0
115033030 11 5 0 1 2 0
115033031 0 0 0 0 0 0
115033032 105 83 2 14 13 18
115033033 5 3 2 4 6 10
115033034 1 2 0 0 0 0
115033035 0 0 0 0 0 0
115033036 0 1 0 0 0 0
115033037 0 0 0 0 0 0
115033038 65 60 1 0 0 2
115033039 1 0 0 6 1 2
115033040 0 0 0 0 0 0
115033041 0 1 0 0 4 2
115033042 30 7 3 6 84 61
115033043 3 1 0 0 0 1
115033044 23 16 0 0 1 0
115033045 32 30 4 9 14 14
115033046 0 0 0 0 1 0
115033047 0 0 16 18 3 3
115033048 22 8 56 63 122 62
115033049 0 0 0 0 0 0
115033050 56 38 108 98 178 135
115033051 1156 827 878 1093 489 422
115033052 1205 1288 434 860 351 283
115033053 1627 1396 891 1090 3659 2079
115033054 352 283 39 117 335 391
115033055 33 13 69 155 107 134
115033056 32 35 7 27 38 39
115033057 48 31 67 132 89 102
115033058 9 6 2 4 16 20
115033059 1790 1527 599 988 577 389
115033060 0 0 0 0 0 0
115033061 321 236 139 185 407 394
115033062 28 34 11 29 19 19
115033063 1306 1293 436 880 758 1049
115033064 71 41 2 3 2 8
115033065 829 562 0 0 0 0
115033066 244 152 143 176 344 232
115033067 119 115 2 22 13 31
115033068 16 0 0 0 0 5
115033069 0 0 0 0 0 0
115033070 0 0 0 0 0 0
115033071 0 0 0 0 0 0
115033072 0 0 0 0 0 0
115033073 0 0 0 0 0 0
115033074 0 0 0 0 0 0
115033075 0 0 0 0 0 0
115033076 2 1 1 1 2 3
115033077 0 0 0 0 0 0
115033078 1 0 0 0 0 0
115033079 0 0 0 0 0 0
115033080 0 0 0 0 0 0
115033081 0 0 0 0 0 0
115033082 0 0 0 0 0 0
115033083 0 0 0 0 0 0
115033084 0 0 0 0 0 0
115033085 0 0 0 0 0 0
115033086 0 0 0 0 0 0
115033087 3 1 0 0 0 0
115033088 0 0 0 0 0 0
115033089 0 0 0 0 0 0
115033090 0 0 0 0 0 0
115033091 0 0 0 0 0 0
115033092 0 0 0 0 0 0
115033093 0 0 1 0 0 0
115033094 1 0 0 1 1 0
115033095 0 0 0 0 0 0
115033096 8 8 0 0 0 0
115033097 0 0 0 0 0 0
115033098 0 0 0 0 0 0
115033099 0 0 0 0 0 0
115033100 0 0 0 0 0 0
115033101 0 0 0 0 0 0
115033102 2 1 0 0 0 0
115033103 0 0 0 1 1 0
115033104 0 0 0 0 0 0
115033105 0 0 0 0 0 1
115033106 0 0 0 0 0 0
115033107 1 0 1 0 1 0
115033108 0 0 0 0 0 0
115033109 0 0 0 0 0 0
115033110 0 0 0 0 0 0
115033111 0 0 0 0 0 0
115033112 0 0 0 0 0 0
115033113 8 7 0 0 0 0
115033114 0 0 0 0 0 0
115033115 0 0 0 0 0 0
115033116 1 3 0 0 0 0
115033117 0 0 1 1 0 0
115033118 0 0 0 0 0 0
115033119 0 0 0 0 0 0
115033120 0 0 0 0 0 1
115033121 0 0 0 0 0 0
115033122 0 0 0 0 0 0
115033123 0 0 0 0 0 0
115033124 0 0 0 0 0 0
115033125 0 0 0 0 0 0
115033126 0 0 0 0 0 0
115033127 0 0 0 0 0 0
115033128 0 0 0 0 0 0
115033129 0 0 0 0 0 0
115033130 0 0 0 0 0 0
115033131 0 0 0 0 0 0
115033132 0 0 0 1 1 1
115033133 0 0 0 0 0 0
115033134 156 94 0 2 1 4
115033135 0 0 0 0 0 0
115033136 0 0 0 0 0 0
115033137 0 3 0 0 0 0
115033138 4 1 0 0 0 0
115033139 2 0 0 0 0 0
115033140 13 9 0 0 0 0
115033141 0 0 0 0 0 0
115033142 0 0 0 0 0 0
115033143 0 0 0 0 0 0
115033144 0 0 0 0 0 0
115033145 2 0 0 2 1 1
115033146 0 0 0 2 0 0
115033147 0 3 1 0 1 0
115033148 0 0 0 0 2 2
115033149 0 0 0 0 3 1
115033150 0 0 0 0 0 0
115033151 63 44 0 0 0 0
115033152 0 0 0 0 0 0
115033153 0 0 0 0 0 0
115033154 0 0 0 0 0 0
115033155 0 3 1 0 0 0
115033156 732 640 317 479 930 790
115033157 0 0 0 0 0 0
115033158 9 1 0 0 0 0
115033159 4 5 0 0 0 0
115033160 0 0 0 0 0 0
115033161 0 0 0 0 0 0
115033162 0 0 0 0 0 0
115033163 0 0 0 0 0 0
115033164 0 0 0 0 0 0
115033165 0 0 0 0 0 0
115033166 0 2 0 0 2 1
115033167 5 1 0 2 2 0
115033168 2 1 0 0 0 0
115033169 19 10 4 16 15 34
115033170 2 3 0 2 1 4
115033171 0 0 0 0 0 0
115033172 0 0 0 0 0 0
115033173 0 0 0 0 0 0
115033174 0 0 0 0 0 0
115033175 0 0 0 0 0 0
115033176 0 0 0 0 0 0
115033177 0 0 0 0 0 0
115033178 11 6 6 18 9 12
115033179 0 1 0 0 0 0
115033180 0 0 0 0 0 0
115033181 0 0 0 0 0 0
115033182 1 1 0 1 0 1
115033183 0 1 0 0 0 0
115033184 0 0 0 0 0 0
115033185 2 3 4 1 0 1
115033186 1 0 0 0 1 0
115033187 0 0 0 0 0 0
115033188 0 0 0 0 0 0
115033189 0 0 0 0 0 0
115033190 6 7 0 0 0 0
115033191 0 0 0 0 0 0
115033192 0 0 0 0 0 0
115033193 0 0 0 0 0 0
115033194 1 0 0 1 0 0
115033195 0 0 0 0 0 0
115033196 2 0 211 157 37 33
115033197 0 0 0 1 0 0
115033198 0 0 2 0 0 1
115033199 1 1 0 1 0 0
115033200 20 14 0 3 1 2
115033201 1 3 0 2 0 0
115033202 0 0 0 0 1 1
115033203 0 0 0 0 0 0
115033204 0 0 0 0 0 0
115033205 9 3 4 13 1 3
115033206 0 0 0 0 0 0
115033207 273 229 3 8 0 4
115033208 0 0 2 0 0 0
115033209 8 5 2 2 0 0
115033210 0 0 0 0 0 0
115033211 0 0 0 0 0 0
115033212 0 0 0 0 0 0
115033213 0 0 0 0 0 0
115033214 0 0 0 0 0 0
115033215 0 3 0 0 0 0
115033216 0 0 0 0 0 0
115033217 0 0 0 1 0 0
115033218 0 0 0 0 0 0
115033219 0 0 0 0 0 0
115033220 0 0 0 0 0 0
115033221 1 1 0 0 0 1
115033222 10 4 1 3 7 9
115033223 0 0 0 0 0 0
115033224 0 0 0 3 0 0
115033225 0 0 0 0 0 0
115033226 0 1 0 0 0 1
115033227 0 0 0 0 0 0
115033228 30 16 1 2 0 0
115033229 0 1 0 0 0 2
115033230 1 1 1 0 0 0
115033231 0 0 0 0 0 0
115033232 26 22 2 13 0 5
115033233 0 0 0 0 0 0
115033234 0 0 1 0 0 0
115033235 0 0 0 0 0 0
115033236 0 0 0 0 0 0
115033237 7 3 1 1 0 1
115033238 4 4 0 0 0 0
115033239 0 0 0 0 0 0
115033240 0 0 0 0 0 0
115033241 13 12 0 0 0 0
115033242 0 0 0 0 0 0
115033243 0 0 0 0 0 0
115033244 2 0 0 0 0 0
115033245 7 8 0 0 0 0
115033246 44 29 4 9 18 40
115033247 0 0 0 0 0 0
115033248 1 0 0 0 0 0
115033249 0 0 0 0 0 0
115033250 0 0 0 0 0 0
115033251 3 2 1 1 1 1
115033252 30 24 1 0 0 0
115033253 0 0 0 0 0 0
115033254 0 0 0 0 0 0
115033255 0 0 0 0 0 0
115033256 0 2 0 0 0 0
115033257 0 0 0 0 0 0
115033258 8 3 0 1 2 4
115033259 0 1 0 0 0 1
115033260 0 0 0 0 0 0
115033261 0 0 0 0 0 0
115033262 0 0 0 0 0 0
115033263 36 43 4 4 3 9
115033264 0 0 0 0 0 0
115033265 0 0 0 0 0 0
115033266 7 1 0 1 37 53
115033267 1 0 0 0 0 0
115033268 0 0 0 0 0 0
115033269 1 1 0 0 0 0
115033270 26 23 0 0 0 1
115033271 28 30 0 0 0 0
115033272 42 32 23 32 13 6
115033273 0 0 0 0 0 0
115033274 2 3 2 13 0 3
115033275 0 0 0 0 0 0
115033276 1 3 0 0 0 0
115033277 1 1 0 0 0 1
115033278 0 0 0 0 0 0
115033279 23 9 0 0 0 0
115033280 3 1 0 0 0 0
115033281 0 0 0 1 0 0
115033282 0 0 0 0 2 0
115033283 0 1 0 1 2 0
115033284 0 0 0 0 0 0
115033285 0 0 0 0 0 0
115033286 0 0 0 2 0 0
115033287 0 0 0 0 0 0
115033288 0 0 0 0 0 0
115033289 6 4 0 0 0 0
115033290 0 0 0 0 0 0
115033291 0 0 0 0 0 1
115033292 0 0 1 0 1 2
115033293 0 0 0 0 0 0
115033294 0 0 0 0 0 0
115033295 37 37 0 0 0 0
115033296 0 0 0 0 0 1
115033297 0 0 0 0 0 0
115033298 0 0 0 0 0 0
115033299 0 0 0 0 0 0
115033300 0 0 0 0 0 0
115033301 0 0 0 0 0 0
115033302 0 0 0 0 0 0
115033303 0 0 0 0 0 1
115033304 0 0 1 0 0 0
115033305 0 0 0 0 0 0
115033306 3 2 0 0 2 2
115033307 0 0 0 0 0 2
115033308 0 0 0 1 0 0
115033309 0 0 0 0 0 0
115033310 4 2 0 0 0 0
115033311 0 0 0 0 0 0
115033312 0 0 0 0 0 0
115033313 0 0 0 0 0 0
115033314 0 1 0 0 0 0
115033315 3 1 0 1 1 1
115033316 49 37 0 0 0 0
115033317 0 0 0 1 1 0
115033318 0 1 0 0 0 0
115033319 0 1 0 0 0 0
115033320 0 0 0 0 0 0
115033321 3 3 0 1 2 4
115033322 0 0 0 0 0 0
